AL, B2, 2010090912, 03, GPCC,  12,   0N,    0W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090912, 03, GPCC,  24,   0N,    0W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090912, 03, GPCC,  36,   0N,    0W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090912, 03, GPCC,  48,   0N,    0W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090912, 03, GPCC,  72,   0N,    0W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090912, 03, GPCC,  96,   0N,    0W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090912, 03, GPCC, 120,   0N,    0W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC,  12, 125N,  611W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC,  24, 131N,  617W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC,  36, 139N,  627W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC,  48, 150N,  643W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC,  72, 164N,  687W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC,  96, 177N,  732W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, GPCC, 120, 192N,  775W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN,  12, 125N,  611W,  68,   51,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN,  24, 131N,  617W,  68,   85,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN,  36, 139N,  627W,  68,  116,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN,  48, 150N,  643W,  68,  131,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN,  72, 164N,  687W,  68,  180,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN,  96, 177N,  732W,  68,  251,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCN, 120, 192N,  775W,  68,  312,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCX,   0, 123N,  610W,  70,    0,   ,   9, AAA,    0,    0,    0,    0, 
AL, B2, 2010090918, 03, TVCX,  12, 125N,  611W,  70,   47,   ,  31, AAA,   45,   51,    2,    0, 
AL, B2, 2010090918, 03, TVCX,  24, 131N,  617W,  70,   79,   ,  48, AAA,   75,   84,    5,   -1, 
AL, B2, 2010090918, 03, TVCX,  36, 141N,  625W,  70,  106,   ,  51, AAA,   96,  118,    8,   -5, 
AL, B2, 2010090918, 03, TVCX,  48, 153N,  641W,  70,  128,   ,  63, AAA,  116,  142,   13,  -10, 
AL, B2, 2010090918, 03, TVCX,  72, 171N,  685W,  70,  171,   ,  76, AAA,  159,  185,   20,  -19, 
AL, B2, 2010090918, 03, TVCX,  96, 185N,  729W,  70,  224,   ,  70, AAA,  232,  217,   18,  -32, 
AL, B2, 2010090918, 03, TVCX, 120, 202N,  772W,  70,  279,   ,  72, AAA,  285,  275,    0,  -65, 
AL, B2, 2010091000, 03, GPCC,  12, 127N,  614W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, GPCC,  24, 131N,  622W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, GPCC,  36, 136N,  631W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, GPCC,  48, 155N,  658W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, GPCC,  72, 168N,  701W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, GPCC,  96, 183N,  740W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, GPCC, 120, 197N,  780W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN,  12, 127N,  614W,  68,   52,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN,  24, 131N,  622W,  68,   98,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN,  36, 136N,  631W,  68,  147,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN,  48, 155N,  658W,  68,  120,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN,  72, 168N,  701W,  68,  172,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN,  96, 183N,  740W,  68,  259,   ,   0,    ,    0,    0,    0,    0, 
AL, B2, 2010091000, 03, TVCN, 120, 197N,  780W,  68,  324,   ,   0,    ,    0,    0,    0,    0, 
