AL, D0, 2010102112, 03, GPCC,  12,   0N,    0W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102112, 03, GPCC,  24,   0N,    0W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102112, 03, GPCC,  36,   0N,    0W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102112, 03, GPCC,  48,   0N,    0W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102112, 03, GPCC,  72,   0N,    0W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102112, 03, GPCC,  96,   0N,    0W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102112, 03, GPCC, 120,   0N,    0W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC,  12, 120N,  247W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC,  24, 138N,  263W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC,  36, 161N,  276W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC,  48, 183N,  286W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC,  72, 212N,  297W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC,  96, 232N,  310W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, GPCC, 120, 253N,  317W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN,  12, 120N,  247W,  68,   51,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN,  24, 138N,  263W,  68,   64,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN,  36, 161N,  276W,  68,   78,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN,  48, 183N,  286W,  68,   78,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN,  72, 212N,  297W,  68,  137,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN,  96, 232N,  310W,  68,  214,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCN, 120, 253N,  317W,  68,  255,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCX,   0, 102N,  235W,  70,    0,   ,  30, AAA,    0,    0,    0,    0, 
AL, D0, 2010102118, 03, TVCX,  12, 120N,  247W,  70,   47,   ,  38, AAA,   46,   48,    2,    0, 
AL, D0, 2010102118, 03, TVCX,  24, 138N,  262W,  70,   69,   ,  36, AAA,   55,   89,    5,   -1, 
AL, D0, 2010102118, 03, TVCX,  36, 161N,  274W,  70,   84,   ,  26, AAA,   78,   92,    8,   -5, 
AL, D0, 2010102118, 03, TVCX,  48, 185N,  281W,  70,   99,   ,  22, AAA,   94,  104,   13,  -10, 
AL, D0, 2010102118, 03, TVCX,  72, 215N,  291W,  70,  151,   ,  27, AAA,  165,  139,   20,  -19, 
AL, D0, 2010102118, 03, TVCX,  96, 236N,  302W,  70,  227,   ,  24, AAA,  229,  226,   18,  -32, 
AL, D0, 2010102118, 03, TVCX, 120, 257N,  306W,  70,  313,   ,  22, AAA,  200,  492,    0,  -65, 
AL, D0, 2010102200, 03, GPCC,  12, 118N,  253W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, GPCC,  24, 140N,  266W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, GPCC,  36, 167N,  280W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, GPCC,  48, 188N,  291W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, GPCC,  72, 217N,  307W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, GPCC,  96, 238N,  312W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, GPCC, 120, 258N,  323W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN,  12, 118N,  253W,  68,   44,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN,  24, 140N,  266W,  68,   64,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN,  36, 167N,  280W,  68,   84,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN,  48, 188N,  291W,  68,   86,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN,  72, 217N,  307W,  68,  135,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN,  96, 238N,  312W,  68,  179,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCN, 120, 258N,  323W,  68,  233,   ,   0,    ,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCX,   0, 103N,  242W,  70,    0,   ,  41, AAA,    0,    0,    0,    0, 
AL, D0, 2010102200, 03, TVCX,  12, 118N,  253W,  70,   43,   ,  33, AAA,   41,   46,    2,    0, 
AL, D0, 2010102200, 03, TVCX,  24, 141N,  265W,  70,   65,   ,  29, AAA,   64,   67,    5,   -1, 
AL, D0, 2010102200, 03, TVCX,  36, 168N,  278W,  70,   84,   ,  27, AAA,   87,   82,    8,   -5, 
