AL, B3, 2010062112, 01, CARQ, -24, 118N,  605W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, B3, 2010062112, 01, CARQ, -18, 123N,  632W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, B3, 2010062112, 01, CARQ, -12, 125N,  645W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 281,  13, 
AL, B3, 2010062112, 01, CARQ,  -6, 128N,  659W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, B3, 2010062112, 01, CARQ,   0, 130N,  672W,  25, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1011,  120,  30,   0,   0,   L,   0,   X, 280,  13,     INVEST, S, 
AL, B3, 2010062112, 01, CARQ,   0, 130N,  672W,  25, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1011,  120,  30,   0,   0,   L,   0,   X, 280,  13,     INVEST, S, 
AL, B3, 2010062112, 01, CARQ,   0, 130N,  672W,  25, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1011,  120,  30,   0,   0,   L,   0,   X, 280,  13,     INVEST, S, 
AL, B3, 2010062112, 03,  CMC,   0, 125N,  678W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03,  EMX,   0, 120N,  671W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03,  EMX,  12, 126N,  684W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03,  NAM,   0, 133N,  678W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03,  NGX,   0, 118N,  658W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03,  NGX,  12, 112N,  686W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AC00,   0, 121N,  667W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AEMN,   0, 121N,  674W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP01,   0, 121N,  677W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP02,   0, 121N,  679W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP03,   0, 119N,  676W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP04,   0, 119N,  677W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP06,   0, 123N,  675W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP07,   0, 121N,  676W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP08,   0, 118N,  672W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP09,   0, 118N,  673W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP09,   6, 122N,  683W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP11,   0, 123N,  677W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP13,   0, 120N,  670W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP14,   0, 120N,  671W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP15,   0, 125N,  675W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP17,   0, 122N,  671W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AP18,   0, 124N,  673W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, AVNO,   0, 122N,  678W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  12, 138N,  693W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  24, 145N,  715W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  36, 153N,  737W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  48, 159N,  757W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  60, 164N,  774W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  72, 167N,  789W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  84, 171N,  804W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD,  96, 176N,  817W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD, 108, 182N,  830W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMD, 120, 186N,  841W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  12, 136N,  694W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  24, 143N,  719W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  36, 151N,  743W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  48, 157N,  766W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  60, 163N,  786W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  72, 166N,  803W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  84, 169N,  817W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM,  96, 174N,  831W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM, 108, 180N,  843W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMM, 120, 185N,  854W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  12, 137N,  693W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  24, 144N,  716W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  36, 152N,  739W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  48, 158N,  761W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  60, 164N,  782W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  72, 168N,  801W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  84, 172N,  817W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS,  96, 178N,  833W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS, 108, 185N,  845W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, BAMS, 120, 191N,  857W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CEMN,   0, 127N,  671W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLIP,  12, 135N,  698W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLIP,  24, 142N,  724W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLIP,  36, 150N,  749W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLIP,  48, 160N,  773W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLIP,  72, 184N,  813W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  12, 135N,  698W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  24, 142N,  724W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  36, 149N,  750W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  48, 157N,  779W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  60, 164N,  805W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  72, 171N,  831W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  84, 180N,  856W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5,  96, 191N,  877W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5, 108, 201N,  892W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, CLP5, 120, 213N,  906W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,   0, 130N,  672W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  12, 136N,  694W,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  24, 143N,  719W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  36, 151N,  743W,  46,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  48, 157N,  766W,  56,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  60, 163N,  786W,  65,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  72, 166N,  803W,  70,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  84, 169N,  817W,  76,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP,  96, 174N,  831W,  80,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP, 108, 180N,  843W,  84,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, DSHP, 120, 185N,  854W,  88,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,   0, 131N,  674W,  22, 1007,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,   6, 131N,  686W,  17, 1009,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,  12, 117N,  671W,  17, 1010,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,  18, 121N,  674W,  18, 1009,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,  24, 121N,  676W,  17, 1010,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,  30, 118N,  681W,  14, 1008,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFD5,  36, 118N,  684W,  16, 1009,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDL,   0, 130N,  673W,  22, 1007,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDL,   6, 128N,  686W,  18, 1009,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDL,  12, 118N,  677W,  17, 1010,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDL,  18, 122N,  677W,  18, 1009,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDL,  24, 121N,  679W,  17, 1010,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDL,  30, 118N,  681W,  15, 1008,   ,   0,    ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDT,   0, 127N,  671W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, GFDT,   6, 128N,  683W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, HWRF,   0, 129N,  672W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, B3, 2010062112, 03, HWRF,   6, 137N,  681W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
