AL, A2, 2010061218, 03, GPCC,  12,   0N,    0W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061218, 03, GPCC,  24,   0N,    0W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061218, 03, GPCC,  36,   0N,    0W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061218, 03, GPCC,  48,   0N,    0W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061218, 03, GPCC,  72,   0N,    0W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061218, 03, GPCC,  96,   0N,    0W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061218, 03, GPCC, 120,   0N,    0W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC,  12,  75N,  337W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC,  24,  86N,  356W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC,  36, 100N,  373W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC,  48, 116N,  392W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC,  72, 143N,  440W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC,  96, 162N,  489W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, GPCC, 120, 180N,  526W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN,  12,  75N,  337W,  68,   46,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN,  24,  86N,  356W,  68,   64,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN,  36, 100N,  373W,  68,   82,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN,  48, 116N,  392W,  68,   85,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN,  72, 143N,  440W,  68,  123,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN,  96, 162N,  489W,  68,  156,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCN, 120, 180N,  526W,  68,  191,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCX,   0,  64N,  319W,  70,    0,   ,  57, AAA,    0,    0,    0,    0, 
AL, A2, 2010061300, 03, TVCX,  12,  76N,  337W,  70,   40,   ,  59, AAA,   45,   36,    2,    0, 
AL, A2, 2010061300, 03, TVCX,  24,  87N,  356W,  70,   67,   ,  56, AAA,   61,   75,    5,   -1, 
AL, A2, 2010061300, 03, TVCX,  36, 102N,  371W,  70,   87,   ,  50, AAA,   75,  102,    8,   -5, 
AL, A2, 2010061300, 03, TVCX,  48, 119N,  390W,  70,  103,   ,  54, AAA,   92,  117,   13,  -10, 
AL, A2, 2010061300, 03, TVCX,  72, 149N,  438W,  70,  125,   ,  64, AAA,  155,  102,   20,  -19, 
AL, A2, 2010061300, 03, TVCX,  96, 170N,  486W,  70,  159,   ,  72, AAA,  195,  130,   18,  -32, 
AL, A2, 2010061300, 03, TVCX, 120, 188N,  518W,  70,  260,   ,  46, AAA,  168,  405,    0,  -65, 
AL, A2, 2010061312, 03, GPCC,  12,  79N,  359W,  68,   36,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, GPCC,  24,  91N,  377W,  68,   72,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, GPCC,  36, 104N,  397W,  68,  100,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, GPCC,  48, 116N,  420W,  68,  129,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, GPCC,  72, 136N,  470W,  68,  192,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, GPCC,  96, 147N,  524W,  68,  266,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, GPCC, 120, 159N,  571W,  68,  356,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN,  12,  79N,  359W,  68,   42,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN,  24,  91N,  377W,  68,   65,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN,  36, 104N,  397W,  68,   90,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN,  48, 116N,  420W,  68,  107,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN,  72, 136N,  470W,  68,  157,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN,  96, 147N,  524W,  68,  204,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCN, 120, 159N,  571W,  68,  259,   ,   0,    ,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCX,   0,  67N,  342W,  70,    0,   ,  56, AAA,    0,    0,    0,    0, 
AL, A2, 2010061312, 03, TVCX,  12,  79N,  359W,  70,   42,   ,  55, AAA,   40,   45,    2,    0, 
AL, A2, 2010061312, 03, TVCX,  24,  92N,  376W,  70,   70,   ,  56, AAA,   57,   87,    5,   -1, 
AL, A2, 2010061312, 03, TVCX,  36, 106N,  396W,  70,   95,   ,  59, AAA,   75,  121,    8,   -5, 
AL, A2, 2010061312, 03, TVCX,  48, 119N,  418W,  70,  120,   ,  63, AAA,   94,  154,   13,  -10, 
