SH, 16, 2015011906, 03, CTCX,   0, 179S, 1218E,  26, 1004, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  75,   0,   0, 
SH, 16, 2015011906, 03, CTCX,   6, 180S, 1204E,  39, 1004, XX,  34, NEQ,   29,   34,    0,    0,    0,    0,  23,   0,   0, 
SH, 16, 2015011906, 03, CTCX,  12, 185S, 1195E,  39, 1007, XX,  34, NEQ,   33,   51,   44,   44,    0,    0,  36,   0,   0, 
SH, 16, 2015011906, 03, CTCX,  18, 189S, 1182E,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  55,   0,   0, 
SH, 16, 2015011906, 03, CTCX,  24, 195S, 1166E,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  35,   0,   0, 
SH, 16, 2015011906, 03, CTCX,  30, 202S, 1146E,   0, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
SH, 16, 2015021118, 03, CTCX,   0,  97S,  642E,  32, 1009, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  62,   0,   0, 
SH, 16, 2015021118, 03, CTCX,   6, 107S,  658E,  48, 1006, XX,  34, NEQ,   32,  201,    0,  263,    0,    0,  17,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  12, 121S,  667E,  40, 1008, XX,  34, NEQ,  136,  249,    0,  305,    0,    0,  46,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  18, 134S,  677E,  32, 1006, XX,  34, NEQ,  213,  190,    0,  262,    0,    0,  63,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  24, 153S,  690E,  25, 1008, XX,  34, NEQ,  234,  301,    0,    0,    0,    0,  65,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  30, 191S,  681E,  27, 1004, XX,  34, NEQ,    0,  198,    0,    0,    0,    0, 102,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  36, 219S,  665E,   0, 1004, XX,  34, NEQ,    0,  200,    0,    0, 
SH, 16, 2015021118, 03, CTCX,  42, 234S,  657E,   0, 1003, XX,  34, NEQ,  178,  204,    0,    0, 
SH, 16, 2015021118, 03, CTCX,  48, 244S,  643E,  47, 1004, XX,  34, NEQ,  291,  292,    0,    0,    0,    0, 107,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  54, 251S,  632E,  34, 1003, XX,  34, NEQ,    0,  286,    0,    0,    0,    0, 100,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  60, 264S,  630E,  37, 1006, XX,  34, NEQ,    0,  252,    0,    0,    0,    0, 103,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  66, 283S,  627E,  41, 1005, XX,  34, NEQ,    0,  324,    0,    0,    0,    0, 107,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  72, 293S,  628E,  41, 1006, XX,  34, NEQ,    0,  244,    0,    0,    0,    0,  66,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  78, 295S,  623E,  35, 1005, XX,  34, NEQ,    0,   93,    0,    0,    0,    0,  92,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  84, 298S,  623E,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  74,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  90, 300S,  624E,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0,    0,    0, 101,   0,   0, 
SH, 16, 2015021118, 03, CTCX,  96, 304S,  626E,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  83,   0,   0, 
SH, 16, 2015021118, 03, CTCX, 102, 303S,  626E,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  85,   0,   0, 
SH, 16, 2015021118, 03, CTCX, 108, 305S,  632E,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  55,   0,   0, 
SH, 16, 2015021118, 03, CTCX, 114, 301S,  638E,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  65,   0,   0, 
SH, 16, 2015021118, 03, CTCX, 120, 295S,  638E,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  55,   0,   0, 
SH, 16, 2015021118, 03, CTCX, 126, 288S,  640E,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0,    0,    0,  90,   0,   0, 
SH, 16, 2015021200, 03, CTCX,   0,  91S,  638E,  35, 1007, XX,  34, NEQ,   88,  161,    0,    0,    0,    0,  76,   0,   0, 
SH, 16, 2015021306, 03, WBS1,  12, 231S,  666E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS1,  24, 248S,  645E,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS1,  36, 261S,  623E,  34,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS1,  48, 272S,  602E,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS1,  60, 288S,  588E,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS1,  72, 304S,  573E,  34,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS5,  12, 231S,  666E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS5,  24, 248S,  645E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 16, 2015021306, 03, WBS5,  36, 261S,  623E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
