SH, 92, 2015122500, 71, JNVG,   0,  78S, 1635E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  12,  81S, 1615E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  24,  84S, 1614E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  36, 105S, 1627E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  48, 115S, 1628E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  60, 116S, 1643E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  72, 125S, 1661E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  84, 126S, 1694E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG,  96, 135S, 1716E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG, 108, 155S, 1747E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 71, JNVG, 120, 196S, 1784E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,   0,  95S, 1638E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  12, 103S, 1635E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  24, 105S, 1635E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  36,  95S, 1648E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  48,  99S, 1669E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  60, 100S, 1706E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  72,  92S, 1717E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122500, 74, JJGS,  84,  95S, 1694E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 92, 2015122506, 01, CARQ, -18,  68S, 1644E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
