CP, 91, 2015070706, 71, JNVG,   0,  75N, 1668W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  12,  78N, 1654W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  24,  85N, 1654W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  36,  95N, 1663W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  48,  86N, 1673W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  60,  85N, 1679W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  72,  86N, 1687W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  84,  95N, 1701W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG,  96, 105N, 1717W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG, 108, 115N, 1740W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070706, 71, JNVG, 120, 125N, 1750W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 01, CARQ, -24,  72N, 1671W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 91, 2015070712, 01, CARQ, -18,  73N, 1669W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 91, 2015070712, 01, CARQ, -12,  75N, 1666W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,  59,   3,     INVEST,  , 
CP, 91, 2015070712, 01, CARQ,  -6,  76N, 1664W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 91, 2015070712, 01, CARQ,   0,  76N, 1664W,  25, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,   C,   0,   X,  60,   2,     INVEST, S, 
CP, 91, 2015070712, 01, CARQ,   0,  76N, 1664W,  25, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,   C,   0,   X,  60,   2,     INVEST, S, 
CP, 91, 2015070712, 01, CARQ,   0,  76N, 1664W,  25, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,   C,   0,   X,  60,   2,     INVEST, S, 
CP, 91, 2015070712, 03,  NGX,   0,  83N, 1666W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  12,  84N, 1663W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  24,  88N, 1663W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  36,  90N, 1668W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  48,  91N, 1675W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  60,  91N, 1689W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  72,  96N, 1705W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  84, 102N, 1722W,  19, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX,  96, 109N, 1741W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX, 108, 117N, 1761W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX, 120, 122N, 1780W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX, 132, 129N, 1794W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03,  NGX, 144, 134N, 1794E,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,   0,  74N, 1664W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,   6,  76N, 1662W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  12,  80N, 1660W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  18,  84N, 1659W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  24,  88N, 1659W,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  30,  93N, 1659W,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  36,  98N, 1661W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  42, 104N, 1663W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  48, 108N, 1667W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  54, 111N, 1673W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  60, 114N, 1679W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  66, 117N, 1686W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  72, 119N, 1694W,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  78, 121N, 1703W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  84, 125N, 1712W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  90, 129N, 1721W,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN,  96, 133N, 1730W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 102, 138N, 1740W,  35, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 108, 145N, 1749W,  35, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 114, 149N, 1759W,  35, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 120, 153N, 1768W,  36, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 126, 158N, 1778W,  38, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 132, 163N, 1788W,  38, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 138, 167N, 1795W,  39, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 144, 170N, 1795E,  40, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 150, 175N, 1786E,  39, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 156, 179N, 1776E,  40, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 162, 183N, 1768E,  39, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 168, 185N, 1760E,  39, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 174, 189N, 1750E,  38, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 180, 194N, 1736E,  40, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 186, 197N, 1727E,  39, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 192, 199N, 1718E,  38, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2015070712, 03, AEMN, 198, 203N, 1708E,  36, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
