IO, 99, 2015091312, 71, JNVG,   0, 185N,  883E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 71, JNVG,  12, 175N,  884E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 71, JNVG,  24, 176N,  885E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 71, JNVG,  36, 184N,  873E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 71, JNVG,  48, 184N,  857E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 71, JNVG,  60, 186N,  855E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,   0, 175N,  864E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,  12, 182N,  866E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,  24, 185N,  858E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,  36, 196N,  853E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,  48, 202N,  839E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,  60, 189N,  854E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091312, 74, JJGS,  72, 183N,  843E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 01, CARQ, -18, 170N,  875E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 01, CARQ, -12, 170N,  873E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 01, CARQ,  -6, 170N,  870E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 01, CARQ,   0, 171N,  866E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIM,  12, 176N,  858E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIM,  24, 182N,  848E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIM,  36, 189N,  837E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIM,  48, 197N,  823E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIM,  72, 212N,  800E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIP,  12, 175N,  857E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIP,  24, 180N,  847E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIP,  36, 187N,  836E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIP,  48, 194N,  825E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, CLIP,  72, 209N,  810E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, HPAC,  12, 174N,  859E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, HPAC,  24, 178N,  850E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, HPAC,  36, 181N,  841E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, HPAC,  48, 186N,  830E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, HPAC,  72, 195N,  812E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, RECR,  12, 178N,  859E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, RECR,  24, 188N,  847E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, RECR,  36, 199N,  833E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, RECR,  48, 210N,  824E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, RECR,  72, 230N,  800E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  12,   0N,    0E,  16,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  24,   0N,    0E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  36,   0N,    0E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  48,   0N,    0E,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  60,   0N,    0E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  72,   0N,    0E,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  84,   0N,    0E,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D,  96,   0N,    0E,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D, 108,   0N,    0E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, ST5D, 120,   0N,    0E,  54,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, STRT,  12, 175N,  856E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, STRT,  24, 180N,  850E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, STRT,  36, 187N,  848E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, STRT,  48, 192N,  844E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, STRT,  72, 204N,  828E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  12, 172N,  859E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  24, 173N,  852E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  36, 174N,  845E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  48, 175N,  838E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  60, 176N,  831E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  72, 177N,  824E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  84, 178N,  817E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP,  96, 179N,  810E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP, 108, 179N,  803E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 03, XTRP, 120, 180N,  796E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,   0, 177N,  885E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  12, 175N,  883E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  24, 182N,  875E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  36, 184N,  866E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  48, 186N,  855E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  60, 175N,  851E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  72, 167N,  845E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 71, JNVG,  84, 165N,  835E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 72, JAVN,   0, 185N,  877E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2015091318, 72, JAVN,  12, 175N,  867E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
