CP, 99, 2015100412, 01, CARQ, -24, 102N, 1421W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 99, 2015100412, 01, CARQ, -18, 112N, 1427W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 99, 2015100412, 01, CARQ, -12, 117N, 1430W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 330,   6,     INVEST,  , 
CP, 99, 2015100412, 01, CARQ,  -6, 122N, 1433W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 99, 2015100412, 01, CARQ,   0, 127N, 1436W,  25, 1005, LO,  34, NEQ,    0,    0,    0,    0, 1006,  125, 120,   0,   0,   C,   0,   X, 330,   6,     INVEST, M, 
CP, 99, 2015100412, 01, CARQ,   0, 127N, 1436W,  25, 1005, LO,  50, NEQ,    0,    0,    0,    0, 1006,  125, 120,   0,   0,   C,   0,   X, 330,   6,     INVEST, M, 
CP, 99, 2015100412, 01, CARQ,   0, 127N, 1436W,  25, 1005, LO,  64, NEQ,    0,    0,    0,    0, 1006,  125, 120,   0,   0,   C,   0,   X, 330,   6,     INVEST, M, 
CP, 99, 2015100412, 03,  CMC,   0, 131N, 1431W,   0, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,   6, 138N, 1432W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  12, 139N, 1430W,   0, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  18, 141N, 1422W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  24, 143N, 1416W,   0, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  30, 144N, 1414W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  36, 141N, 1411W,   0, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  42, 140N, 1411W,   0, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  48, 140N, 1411W,   0, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  54, 145N, 1411W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  60, 151N, 1406W,   0, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  66, 157N, 1401W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  72, 161N, 1400W,   0, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  78, 161N, 1399W,   0, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  84, 170N, 1400W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  90, 180N, 1401W,   0, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC,  96, 189N, 1402W,   0, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC, 102, 195N, 1401W,   0, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC, 108, 207N, 1412W,   0, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  CMC, 114, 214N, 1428W,   0, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,   0, 128N, 1439W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,   6, 129N, 1432W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,  12, 140N, 1433W,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,  18, 148N, 1435W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,  24, 153N, 1439W,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,  30, 161N, 1441W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 99, 2015100412, 03,  EMX,  36, 170N, 1450W,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
