CP, 07, 2015100118, 71, JNVG,   0, 135N, 1586W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  12, 125N, 1581W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  24, 126N, 1574W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  36, 135N, 1567W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  48, 135N, 1565W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  60, 144N, 1567W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  72, 155N, 1573W,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  84, 165N, 1575W,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG,  96, 175N, 1564W,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG, 108, 195N, 1545W,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100118, 71, JNVG, 120, 205N, 1527W,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 01, CARQ, -24, 131N, 1565W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 07, 2015100200, 01, CARQ, -18, 131N, 1569W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 07, 2015100200, 01, CARQ, -12, 131N, 1573W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 270,   3,     INVEST,  , 
CP, 07, 2015100200, 01, CARQ,  -6, 131N, 1576W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 07, 2015100200, 01, CARQ,   0, 131N, 1577W,  25, 1004, DB,  34, NEQ,    0,    0,    0,    0, 1006,  130,  40,   0,   0,   C,   0,   X, 270,   1,     INVEST, S, 
CP, 07, 2015100200, 01, CARQ,   0, 131N, 1577W,  25, 1004, DB,  50, NEQ,    0,    0,    0,    0, 1006,  130,  40,   0,   0,   C,   0,   X, 270,   1,     INVEST, S, 
CP, 07, 2015100200, 01, CARQ,   0, 131N, 1577W,  25, 1004, DB,  64, NEQ,    0,    0,    0,    0, 1006,  130,  40,   0,   0,   C,   0,   X, 270,   1,     INVEST, S, 
CP, 07, 2015100200, 03,  NGX,   0, 132N, 1579W,  24, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  12, 130N, 1579W,  26, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  24, 129N, 1572W,  24, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  36, 130N, 1570W,  23, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  48, 131N, 1569W,  26,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  60, 140N, 1570W,  31,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  72, 150N, 1579W,  32,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  84, 161N, 1581W,  34, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX,  96, 170N, 1578W,  34,  999, XX,  34, NEQ,    0,   79,    0,    0, 
CP, 07, 2015100200, 03,  NGX, 108, 177N, 1561W,  38,  999, XX,  34, NEQ,    0,  162,  115,    0, 
CP, 07, 2015100200, 03,  NGX, 120, 177N, 1545W,  35,  998, XX,  34, NEQ,    0,  168,    0,    0, 
CP, 07, 2015100200, 03,  NGX, 132, 172N, 1525W,  32,  997, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03,  NGX, 144, 179N, 1517W,  36,  996, XX,  34, NEQ,  102,  157,    0,    0, 
CP, 07, 2015100200, 03, AEMN,   0, 137N, 1578W,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,   6, 133N, 1574W,  26, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  12, 130N, 1570W,  26, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  18, 129N, 1568W,  26, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  24, 129N, 1564W,  25, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  30, 130N, 1563W,  26, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  36, 130N, 1561W,  26, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  42, 131N, 1560W,  27, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  48, 134N, 1559W,  29,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  54, 138N, 1558W,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  60, 141N, 1558W,  32,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  66, 148N, 1559W,  34, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  72, 153N, 1559W,  37,  997, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  78, 157N, 1557W,  39,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  84, 161N, 1554W,  41,  997, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  90, 165N, 1547W,  41,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN,  96, 170N, 1540W,  42,  996, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 102, 174N, 1532W,  40,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 108, 178N, 1523W,  40,  997, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 114, 184N, 1515W,  38,  999, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 120, 193N, 1508W,  37,  997, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 126, 202N, 1504W,  36,  998, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 132, 211N, 1500W,  36,  996, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 07, 2015100200, 03, AEMN, 138, 221N, 1496W,  36,  998, XX,  34, NEQ,    0,    0,    0,    0, 
