SH, 90, 2015092818,   , BEST,   0,  69S,  711E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015092900,   , BEST,   0,  74S,  714E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015092906,   , BEST,   0,  81S,  718E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015092912,   , BEST,   0,  88S,  721E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015092918,   , BEST,   0,  90S,  718E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015093000,   , BEST,   0,  90S,  714E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015093006,   , BEST,   0,  90S,  711E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015093012,   , BEST,   0,  91S,  712E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015093018,   , BEST,   0,  93S,  712E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 90, 2015100100,   , BEST,   0,  95S,  712E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  175,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
