SH, 96, 2015112906,   , BEST,   0, 133S, 1567W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015112912,   , BEST,   0, 133S, 1554W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015112918,   , BEST,   0, 133S, 1541W,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015113000,   , BEST,   0, 135S, 1529W,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015113006,   , BEST,   0, 134S, 1518W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015113012,   , BEST,   0, 133S, 1506W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015113018,   , BEST,   0, 128S, 1499W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120100,   , BEST,   0, 126S, 1492W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120106,   , BEST,   0, 126S, 1486W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120112,   , BEST,   0, 129S, 1482W,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120118,   , BEST,   0, 134S, 1482W,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120200,   , BEST,   0, 140S, 1485W,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120206,   , BEST,   0, 147S, 1486W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 96, 2015120212,   , BEST,   0, 154S, 1485W,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
