IO, 92, 2014051906,   , BEST,   0, 136N,  914E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 92, 2014051912,   , BEST,   0, 136N,  912E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 92, 2014051918,   , BEST,   0, 138N,  910E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 92, 2014052000,   , BEST,   0, 141N,  910E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 92, 2014052006,   , BEST,   0, 144N,  910E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,    0,   0,   0,   0, 
IO, 92, 2014052012,   , BEST,   0, 147N,  911E,  25, 1002, DB,   0,    ,    0,    0,    0,    0, 1004,  130,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052018,   , BEST,   0, 150N,  912E,  25, 1003, DB,   0,    ,    0,    0,    0,    0, 1005,  175,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052100,   , BEST,   0, 153N,  914E,  25, 1003, DB,   0,    ,    0,    0,    0,    0, 1005,  175,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052106,   , BEST,   0, 156N,  916E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 1004,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052112,   , BEST,   0, 159N,  918E,  30,  999, DB,   0,    ,    0,    0,    0,    0, 1002,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052118,   , BEST,   0, 161N,  919E,  30, 1001, DB,   0,    ,    0,    0,    0,    0, 1003,  165,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052200,   , BEST,   0, 163N,  919E,  30, 1001, DB,   0,    ,    0,    0,    0,    0, 1003,  170,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052206,   , BEST,   0, 165N,  917E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 1003,  180,  30,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052212,   , BEST,   0, 165N,  914E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 1003,  180,  30,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052218,   , BEST,   0, 164N,  912E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 1002,  170,  35,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052300,   , BEST,   0, 162N,  910E,  25, 1002, DB,   0,    ,    0,    0,    0,    0, 1005,  165,  35,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052306,   , BEST,   0, 160N,  908E,  25, 1002, DB,   0,    ,    0,    0,    0,    0, 1004,  160,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052312,   , BEST,   0, 161N,  907E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1004,  160,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052318,   , BEST,   0, 164N,  905E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1004,  160,  40,   0,   0, 
IO, 92, 2014052400,   , BEST,   0, 169N,  897E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  160,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052406,   , BEST,   0, 176N,  879E,  25, 1001, DB,   0,    ,    0,    0,    0,    0, 1003,  160,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052412,   , BEST,   0, 181N,  870E,  25, 1001, TD,   0,    ,    0,    0,    0,    0, 1003,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052418,   , BEST,   0, 183N,  865E,  25, 1004, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052500,   , BEST,   0, 183N,  859E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0, 
IO, 92, 2014052506,   , BEST,   0, 181N,  853E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052512,   , BEST,   0, 183N,  848E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052518,   , BEST,   0, 185N,  846E,  30, 1000, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 92, 2014052600,   , BEST,   0, 187N,  844E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0, 
IO, 92, 2014052606,   , BEST,   0, 191N,  844E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0, 
IO, 92, 2014052612,   , BEST,   0, 199N,  844E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0, 
IO, 92, 2014052618,   , BEST,   0, 207N,  844E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0, 
IO, 92, 2014052700,   , BEST,   0, 214N,  848E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1005,  150,  45,   0,   0, 
