AL, 92, 2014101912, 01, CARQ, -24, 331N,  199W,  30,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 92, 2014101912, 01, CARQ, -18, 330N,  200W,  30,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 92, 2014101912, 01, CARQ, -12, 329N,  201W,  30,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 196,   2,     INVEST,  , 
AL, 92, 2014101912, 01, CARQ,  -6, 327N,  201W,  35,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 92, 2014101912, 01, CARQ,   0, 326N,  201W,  40, 1000, LO,  34, NEQ,    0,    0,   60,  120, 1010,  300,  75,   0,   0,   L,   0,   X, 190,   1,     INVEST, M, 
AL, 92, 2014101912, 01, CARQ,   0, 326N,  201W,  40, 1000, LO,  50, NEQ,    0,    0,    0,    0, 1010,  300,  75,   0,   0,   L,   0,   X, 190,   1,     INVEST, M, 
AL, 92, 2014101912, 01, CARQ,   0, 326N,  201W,  40, 1000, LO,  64, NEQ,    0,    0,    0,    0, 1010,  300,  75,   0,   0,   L,   0,   X, 190,   1,     INVEST, M, 
AL, 92, 2014101912, 03,  EMX,   0, 324N,  199W,  32, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,   6, 329N,  204W,  36,  996, XX,  34, NEQ,    0,    0,    0,  202, 
AL, 92, 2014101912, 03,  EMX,  12, 330N,  202W,  35,  994, XX,  34, NEQ,    0,    0,  158,  312, 
AL, 92, 2014101912, 03,  EMX,  18, 338N,  213W,  36,  994, XX,  34, NEQ,  120,    0,  242,  292, 
AL, 92, 2014101912, 03,  EMX,  24, 337N,  226W,  35,  996, XX,  34, NEQ,    0,  140,    0,  283, 
AL, 92, 2014101912, 03,  EMX,  30, 334N,  235W,  32,  996, XX,  34, NEQ,    0,    0,    0,  277, 
AL, 92, 2014101912, 03,  EMX,  36, 332N,  248W,  33,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  42, 329N,  258W,  32,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  48, 330N,  264W,  33, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  54, 339N,  277W,  35, 1001, XX,  34, NEQ,  147,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  60, 340N,  291W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  66, 339N,  300W,  27, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  72, 336N,  305W,  23, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  78, 336N,  305W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  84, 336N,  305W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  90, 337N,  303W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX,  96, 337N,  300W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 102, 336N,  294W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 108, 334N,  285W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 114, 339N,  268W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 120, 341N,  257W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 126, 345N,  243W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 132, 354N,  232W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 138, 360N,  226W,  28, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 144, 367N,  226W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 150, 367N,  233W,  33, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 156, 363N,  241W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2014101912, 03,  EMX, 162, 370N,  247W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
