SH, 04, 2013102012, 72, JAVN,   0,  80S, 1635E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  12,  84S, 1618E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  24,  85S, 1619E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  36,  83S, 1607E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  48,  94S, 1608E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  60, 112S, 1595E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  72, 113S, 1576E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102012, 72, JAVN,  84, 121S, 1566E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS1,  12,  69S, 1623E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS1,  24,  79S, 1620E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS1,  36,  86S, 1606E,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS1,  48,  95S, 1598E,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS1,  60, 113S, 1595E,  45,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS1,  72, 130S, 1591E,  47,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS5,  12,  69S, 1623E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS5,  24,  79S, 1620E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS5,  36,  86S, 1606E,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS5,  48,  95S, 1598E,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS5,  60, 113S, 1595E,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 03, WBS5,  72, 130S, 1591E,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,   0,  78S, 1615E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  12,  75S, 1603E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  24,  79S, 1595E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  36,  83S, 1606E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  48,  88S, 1605E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  60,  85S, 1592E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  72,  85S, 1593E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  84,  86S, 1586E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP,  96,  95S, 1577E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP, 108, 108S, 1564E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 71, JNGP, 120, 116S, 1545E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,   0,  80S, 1625E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  12,  85S, 1615E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  24,  83S, 1606E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  36,  85S, 1607E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  48,  74S, 1578E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  60,  85S, 1572E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  72,  68S, 1545E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  84,  44S, 1523E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN,  96,  66S, 1535E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013102018, 72, JAVN, 108,  65S, 1548E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,   0,  92S, 1026E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  12,  95S, 1028E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  24,  75S,  994E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  36,  77S,  986E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  48,  73S,  986E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  60,  75S,  966E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  72,  83S,  966E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  84,  95S,  949E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN,  96, 105S,  929E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN, 108, 119S,  905E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121418, 72, JAVN, 120, 127S,  875E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 04, 2013121500, 01, CARQ, -18,  69S, 1048E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 01, CARQ, -12,  67S, 1045E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 01, CARQ,  -6,  66S, 1042E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 01, CARQ,   0,  64S, 1039E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 03, CLAU,  12,  66S, 1034E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 03, CLAU,  24,  70S, 1029E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 03, CLAU,  36,  78S, 1022E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 03, CLAU,  48,  88S, 1015E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 04, 2013121500, 03, CLAU,  72, 109S, 1006E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
