EP, 98, 2014080500, 01, CARQ, -24,  83N,  928W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 98, 2014080500, 01, CARQ, -18,  85N,  939W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 98, 2014080500, 01, CARQ, -12,  89N,  949W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 299,  11,     INVEST,  , 
EP, 98, 2014080500, 01, CARQ,  -6,  96N,  959W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 98, 2014080500, 01, CARQ,   0, 103N,  969W,  25, 1007, LO,  34, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   E,   0,   X, 300,  12,     INVEST, M, 
EP, 98, 2014080500, 01, CARQ,   0, 103N,  969W,  25, 1007, LO,  50, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   E,   0,   X, 300,  12,     INVEST, M, 
EP, 98, 2014080500, 01, CARQ,   0, 103N,  969W,  25, 1007, LO,  64, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   E,   0,   X, 300,  12,     INVEST, M, 
EP, 98, 2014080500, 03,  EMX,   0, 102N,  964W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03,  EMX,   6, 101N,  978W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03,  EMX,  12, 106N,  990W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03,  EMX,  18, 111N, 1003W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AEMN,   0,  92N,  962W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AEMN,   6,  94N,  966W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AEMN,  12,  97N,  972W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AEMN,  18,  96N,  986W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AEMN,  24,  97N,  995W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP01,   0,  96N,  972W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP01,   6, 105N,  989W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP01,  12, 104N, 1000W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP01,  18,  97N, 1008W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,   0,  93N,  965W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,   6,  87N,  964W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,  12,  90N,  971W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,  18,  86N,  986W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,  24,  90N,  998W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,  30,  91N, 1009W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP02,  36,  97N, 1020W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,   0,  93N,  963W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,   6,  97N,  956W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  12, 101N,  963W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  18,  96N,  979W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  24,  96N,  989W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  30,  98N, 1001W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  36,  96N, 1019W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  42,  97N, 1029W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  48,  98N, 1042W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 98, 2014080500, 03, AP06,  54, 103N, 1056W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
