IO, 91, 2014050518,   , BEST,   0,  57N,  785E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 91, 2014050600,   , BEST,   0,  62N,  784E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050606,   , BEST,   0,  67N,  783E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050612,   , BEST,   0,  71N,  782E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050618,   , BEST,   0,  75N,  781E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050700,   , BEST,   0,  83N,  777E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050706,   , BEST,   0,  90N,  772E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  170,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050712,   , BEST,   0, 101N,  764E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  170,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050718,   , BEST,   0, 109N,  755E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  180,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050800,   , BEST,   0, 116N,  750E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0,   B,   0,    ,   0,   0,     INVEST, S, 
IO, 91, 2014050806,   , BEST,   0, 124N,  746E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014050812,   , BEST,   0, 130N,  751E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014050818,   , BEST,   0, 140N,  757E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014050900,   , BEST,   0, 150N,  765E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014050906,   , BEST,   0, 161N,  773E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014050912,   , BEST,   0, 164N,  783E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014050918,   , BEST,   0, 166N,  794E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014051000,   , BEST,   0, 173N,  806E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014051006,   , BEST,   0, 184N,  818E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
IO, 91, 2014051012,   , BEST,   0, 198N,  834E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  40,   0,   0, 
