SH, 91, 2014031300, 72, JAVN,   0, 143S, 1667W,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  12, 169S, 1660W,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  24, 176S, 1661W,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  36, 175S, 1669W,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  48, 163S, 1680W,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  60, 148S, 1688W,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  72, 147S, 1687W,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  84, 123S, 1688W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN,  96, 123S, 1674W,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN, 108, 122S, 1675W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031300, 72, JAVN, 120, 104S, 1670W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 71, JNGP,   0, 174S, 1663W,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,   0, 136S, 1681W,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  12, 144S, 1671W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  24, 151S, 1649W,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  36, 166S, 1634W,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  48, 167S, 1635W,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  60, 153S, 1621W,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  72, 161S, 1621W,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  84, 168S, 1626W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN,  96, 169S, 1639W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN, 108, 190S, 1618W,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031306, 72, JAVN, 120, 201S, 1631W,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 91, 2014031312, 03, WBS1,  12, 163S, 1707W,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 91, 2014031312, 03, WBS1,  24, 167S, 1725W,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 91, 2014031312, 03, WBS1,  36, 162S, 1734W,  43,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 91, 2014031312, 03, WBS1,  48, 153S, 1743W,  60,    0,   ,   0,    ,    0,    0,    0,    0, 
