IO, 98, 2014091518,   , BEST,   0, 129N,  845E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091600,   , BEST,   0, 138N,  851E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091606,   , BEST,   0, 148N,  852E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091612,   , BEST,   0, 159N,  854E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091618,   , BEST,   0, 166N,  858E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091700,   , BEST,   0, 165N,  866E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091706,   , BEST,   0, 164N,  869E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091712,   , BEST,   0, 164N,  872E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091718,   , BEST,   0, 164N,  875E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091800,   , BEST,   0, 162N,  874E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091806,   , BEST,   0, 162N,  868E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091812,   , BEST,   0, 164N,  865E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091818,   , BEST,   0, 167N,  863E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091900,   , BEST,   0, 172N,  867E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091906,   , BEST,   0, 175N,  861E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091912,   , BEST,   0, 176N,  859E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014091918,   , BEST,   0, 185N,  860E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
IO, 98, 2014092000,   , BEST,   0, 202N,  867E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
