WP, 06, 2013110218, 71, JNGP,   0,  55N, 1561E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  12,  55N, 1555E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  24,  62N, 1525E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  36,  77N, 1477E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  48,  80N, 1445E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  60,  75N, 1415E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  72,  76N, 1394E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  84,  86N, 1365E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP,  96,  95N, 1323E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP, 108, 105N, 1279E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 71, JNGP, 120, 107N, 1244E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,   0,  40N, 1575E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  12,  65N, 1568E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  24,  63N, 1534E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  36,  75N, 1498E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  48,  76N, 1466E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  60,  82N, 1435E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  72,  85N, 1404E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  84,  94N, 1367E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN,  96,  95N, 1331E,  50,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN, 108, 106N, 1298E,  55,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110218, 72, JAVN, 120, 114N, 1266E,  60,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,   0,  46N, 1565E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  12,  46N, 1557E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  24,  55N, 1546E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  36,  67N, 1512E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  48,  71N, 1478E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  60,  72N, 1456E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  72,  69N, 1431E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  84,  77N, 1410E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP,  96,  85N, 1384E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 06, 2013110300, 71, JNGP, 108, 104N, 1354E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
