EP, 15, 2006100712, 01, CARQ, -24,  96N, 1067W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 15, 2006100712, 01, CARQ, -18,  96N, 1083W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 15, 2006100712, 01, CARQ, -12,  97N, 1098W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 274,  15, 
EP, 15, 2006100712, 01, CARQ,  -6,  98N, 1114W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 15, 2006100712, 01, CARQ,   0,  99N, 1127W,  20, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1009,  140,   0,   0,   0,   E,   0,   X, 275,  14,     INVEST, D, 
EP, 15, 2006100712, 01, CARQ,   0,  99N, 1127W,  20, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1009,  140,   0,   0,   0,   E,   0,   X, 275,  14,     INVEST, D, 
EP, 15, 2006100712, 01, CARQ,   0,  99N, 1127W,  20, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1009,  140,   0,   0,   0,   E,   0,   X, 275,  14,     INVEST, D, 
EP, 15, 2006100712, 03,  CMC,   0,  94N, 1141W,  12, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,   6,  98N, 1151W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  12, 103N, 1151W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  18, 118N, 1157W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  24, 128N, 1164W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  30, 134N, 1170W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  36, 141N, 1172W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  42, 150N, 1173W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  48, 161N, 1174W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  54, 171N, 1175W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  60, 178N, 1175W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 15, 2006100712, 03,  CMC,  66, 187N, 1173W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
