AL, 05, 2006071812, 03, NGPS,   0, 331N,  739W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,   6, 337N,  740W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  12, 343N,  742W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  18, 352N,  743W,  25, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  24, 358N,  741W,  26, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  30, 360N,  743W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  36, 361N,  744W,  21, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  42, 362N,  747W,  20, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  48, 365N,  744W,  20, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  54, 368N,  741W,  20, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  60, 373N,  738W,  18, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071812, 03, NGPS,  66, 385N,  729W,  19, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,   0, 334N,  739W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,   6, 341N,  742W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  12, 348N,  742W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  18, 355N,  737W,  26, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  24, 360N,  735W,  29, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  30, 361N,  735W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  36, 373N,  731W,  32, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  42, 380N,  724W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  48, 385N,  720W,  22, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  54, 391N,  716W,  23, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  60, 399N,  704W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006071818, 03, NGPS,  66, 400N,  688W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 01, CARQ, -24, 100N,  400W,  25,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 05, 2006082218, 01, CARQ, -18, 100N,  418W,  25,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 05, 2006082218, 01, CARQ, -12, 100N,  435W,  25,    0, WV,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,  16, 
AL, 05, 2006082218, 01, CARQ,  -6, 100N,  450W,  25,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 05, 2006082218, 01, CARQ,   0, 100N,  470W,  25, 1009, WV,  34, NEQ,    0,    0,    0,    0, 1011,  100,   0,   0,   0,   L,   0,   X, 270,  17,     INVEST, M, 
AL, 05, 2006082218, 01, CARQ,   0, 100N,  470W,  25, 1009, WV,  50, NEQ,    0,    0,    0,    0, 1011,  100,   0,   0,   0,   L,   0,   X, 270,  17,     INVEST, M, 
AL, 05, 2006082218, 01, CARQ,   0, 100N,  470W,  25, 1009, WV,  64, NEQ,    0,    0,    0,    0, 1011,  100,   0,   0,   0,   L,   0,   X, 270,  17,     INVEST, M, 
AL, 05, 2006082218, 03, A90E,   0, 100N,  470W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  12, 101N,  504W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  24, 103N,  538W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  36, 107N,  568W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  48, 113N,  595W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  60, 119N,  619W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  72, 126N,  639W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  84, 133N,  657W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E,  96, 140N,  677W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E, 108, 150N,  697W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A90E, 120, 162N,  718W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,   0, 100N,  470W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  12, 101N,  504W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  24, 103N,  537W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  36, 108N,  567W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  48, 113N,  593W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  60, 119N,  617W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  72, 126N,  637W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  84, 133N,  656W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E,  96, 140N,  676W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E, 108, 149N,  695W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, A98E, 120, 161N,  715W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,   0,  92N,  485W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,   6,  98N,  497W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  12, 101N,  507W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  18, 105N,  507W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  24, 110N,  511W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  30, 115N,  510W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  36, 113N,  511W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  42, 116N,  512W,  14, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  48, 130N,  527W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  54, 137N,  534W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  60, 138N,  538W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  66, 140N,  549W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AC00,  72, 144N,  556W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,   0,  91N,  486W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,   6,  92N,  502W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  12, 106N,  509W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  18, 105N,  537W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  24, 109N,  562W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  30, 111N,  573W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  36, 113N,  591W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  42, 119N,  606W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  48, 129N,  606W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  54, 132N,  610W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  60, 132N,  623W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  66, 132N,  643W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP01,  72, 131N,  666W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,   0, 100N,  482W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,   6,  96N,  502W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  12,  94N,  518W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  18,  98N,  550W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  24, 105N,  560W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  30, 102N,  562W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  36,  97N,  591W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  42, 105N,  613W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 05, 2006082218, 03, AP02,  48, 108N,  634W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
