AL, 09, 2006082112, 03, NGPS,   0, 126N,  190W,  12, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,   6, 130N,  206W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,  12, 135N,  221W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,  18, 135N,  235W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,  24, 140N,  246W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,  30, 145N,  260W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,  36, 145N,  272W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082112, 03, NGPS,  42, 145N,  281W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,   0, 128N,  209W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,   6, 138N,  220W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,  12, 141N,  235W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,  18, 147N,  248W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,  24, 149N,  261W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,  30, 153N,  271W,  14, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006082118, 03, NGPS,  36, 154N,  278W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006092000, 03,  NGX,   0,  94N,  245W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006092000, 03,  NGX,  12, 106N,  263W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006092006, 01, CARQ, -24,  88N,  235W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 09, 2006092006, 01, CARQ, -18,  86N,  245W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 09, 2006092006, 01, CARQ, -12,  85N,  255W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 267,  10, 
AL, 09, 2006092006, 01, CARQ,  -6,  85N,  265W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 09, 2006092006, 01, CARQ,   0,  85N,  275W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   L,   0,   X, 270,  10,     INVEST, D, 
AL, 09, 2006092006, 01, CARQ,   0,  85N,  275W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   L,   0,   X, 270,  10,     INVEST, D, 
AL, 09, 2006092006, 01, CARQ,   0,  85N,  275W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   L,   0,   X, 270,  10,     INVEST, D, 
AL, 09, 2006092006, 03, A90E,   0,  85N,  275W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  12,  86N,  296W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  24,  90N,  319W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  36,  94N,  343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  48,  96N,  365W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  60, 102N,  387W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  72, 108N,  406W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  84, 115N,  425W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E,  96, 121N,  444W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E, 108, 127N,  462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A90E, 120, 134N,  479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,   0,  85N,  275W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  12,  86N,  296W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  24,  90N,  319W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  36,  94N,  342W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  48,  96N,  364W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  60, 102N,  386W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  72, 108N,  404W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  84, 114N,  422W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E,  96, 120N,  440W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E, 108, 127N,  457W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, A98E, 120, 136N,  474W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, AC00,   0,  81N,  273W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 09, 2006092006, 03, AEMN,   0,  80N,  271W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
