AL, 04, 1992081618,   , BEST,   0, 108N,  355W,  25, 1010, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081700,   , BEST,   0, 112N,  374W,  30, 1009, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081706,   , BEST,   0, 117N,  396W,  30, 1008, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081712,   , BEST,   0, 123N,  420W,  35, 1006, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081718,   , BEST,   0, 131N,  442W,  35, 1003, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081800,   , BEST,   0, 136N,  462W,  40, 1002, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081806,   , BEST,   0, 141N,  480W,  45, 1001, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081812,   , BEST,   0, 146N,  499W,  45, 1000, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081818,   , BEST,   0, 154N,  518W,  45, 1000, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081900,   , BEST,   0, 163N,  535W,  45, 1001, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081906,   , BEST,   0, 172N,  553W,  45, 1002, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081912,   , BEST,   0, 180N,  569W,  45, 1005, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992081918,   , BEST,   0, 188N,  583W,  45, 1007, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082000,   , BEST,   0, 198N,  593W,  40, 1011, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082006,   , BEST,   0, 207N,  600W,  40, 1013, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082012,   , BEST,   0, 217N,  607W,  40, 1015, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082018,   , BEST,   0, 225N,  615W,  40, 1014, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082100,   , BEST,   0, 232N,  624W,  45, 1014, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082106,   , BEST,   0, 239N,  633W,  45, 1010, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082112,   , BEST,   0, 244N,  642W,  50, 1007, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082118,   , BEST,   0, 248N,  649W,  50, 1004, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082200,   , BEST,   0, 253N,  659W,  55, 1000, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082206,   , BEST,   0, 256N,  670W,  65,  994, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082212,   , BEST,   0, 258N,  683W,  80,  981, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082218,   , BEST,   0, 257N,  697W,  95,  969, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082300,   , BEST,   0, 256N,  711W, 110,  961, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082306,   , BEST,   0, 255N,  725W, 130,  947, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082312,   , BEST,   0, 254N,  742W, 145,  933, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082318,   , BEST,   0, 254N,  758W, 150,  922, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082321,   , BEST,   0, 254N,  766W, 140,  923, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082400,   , BEST,   0, 254N,  775W, 125,  930, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082401,   , BEST,   0, 254N,  778W, 130,  931, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082406,   , BEST,   0, 254N,  793W, 130,  937, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082408, 40, BEST,   0, 255N,  802W, 145,  926, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082409, 05, BEST,   0, 255N,  803W, 145,  922, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082412,   , BEST,   0, 256N,  812W, 115,  951, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082418,   , BEST,   0, 258N,  831W, 115,  947, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082500,   , BEST,   0, 262N,  850W, 115,  943, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082506,   , BEST,   0, 266N,  867W, 115,  948, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082512,   , BEST,   0, 272N,  882W, 120,  946, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082518,   , BEST,   0, 278N,  896W, 125,  941, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082600,   , BEST,   0, 285N,  905W, 125,  937, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
