AL, 04, 1992082606,   , BEST,   0, 292N,  913W, 120,  955, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082608, 30, BEST,   0, 296N,  915W, 100,  956, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082612,   , BEST,   0, 301N,  917W,  80,  973, HU,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082618,   , BEST,   0, 309N,  916W,  50,  991, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082700,   , BEST,   0, 315N,  911W,  35,  995, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082706,   , BEST,   0, 321N,  905W,  30,  997, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082712,   , BEST,   0, 328N,  896W,  30,  998, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082718,   , BEST,   0, 336N,  884W,  25,  999, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082800,   , BEST,   0, 344N,  867W,  20, 1000, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
AL, 04, 1992082806,   , BEST,   0, 354N,  840W,  20, 1000, DB,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  30,   0,    ,   0,    ,   0,   0,     ANDREW,  , 
