AL, 03, 2017061712, 01, CARQ, -24, 158N,  843W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 03, 2017061712, 01, CARQ, -18, 165N,  850W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 03, 2017061712, 01, CARQ, -12, 168N,  853W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 316,   5,     INVEST,  , 
AL, 03, 2017061712, 01, CARQ,  -6, 172N,  857W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 03, 2017061712, 01, CARQ,   0, 175N,  860W,  25, 1008, DB,  34, NEQ,    0,    0,    0,    0, 1010,  180, 150,   0,   0,   L,   0,   X, 315,   4,     INVEST, S, 
AL, 03, 2017061712, 01, CARQ,   0, 175N,  860W,  25, 1008, DB,  50, NEQ,    0,    0,    0,    0, 1010,  180, 150,   0,   0,   L,   0,   X, 315,   4,     INVEST, S, 
AL, 03, 2017061712, 01, CARQ,   0, 175N,  860W,  25, 1008, DB,  64, NEQ,    0,    0,    0,    0, 1010,  180, 150,   0,   0,   L,   0,   X, 315,   4,     INVEST, S, 
AL, 03, 2017061712, 03,  CMC,   0, 178N,  878W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  CMC,   6, 172N,  890W,   9, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  CMC,  12, 165N,  900W,  12, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  CMC,  18, 169N,  909W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  CMC,  24, 168N,  917W,   6, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,   0, 169N,  866W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,   6, 171N,  874W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  12, 175N,  869W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  18, 177N,  874W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  24, 179N,  879W,  11, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  30, 181N,  882W,   9, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  36, 184N,  887W,  15, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  42, 183N,  890W,  15, 1006, XX,  34, NEQ,  343,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  48, 187N,  890W,  15, 1006, XX,  34, NEQ,  346,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  54, 208N,  889W,  21, 1006, XX,  34, NEQ,  230,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  60, 219N,  896W,  27, 1004, XX,  34, NEQ,  230,  204,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  66, 222N,  906W,  22, 1005, XX,  34, NEQ,  239,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  72, 221N,  910W,  22, 1004, XX,  34, NEQ,  227,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  78, 225N,  912W,  32, 1005, XX,  34, NEQ,  198,    0,    0,  240, 
AL, 03, 2017061712, 03,  EMX,  84, 245N,  941W,  36, 1003, XX,  34, NEQ,  140,    0,    0,  120, 
AL, 03, 2017061712, 03,  EMX,  90, 241N,  952W,  34, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX,  96, 240N,  958W,  37, 1002, XX,  34, NEQ,    0,    0,    0,  110, 
AL, 03, 2017061712, 03,  EMX, 102, 238N,  964W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX, 108, 239N,  964W,  23, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX, 114, 244N,  970W,  23, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX, 120, 249N,  973W,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX, 126, 253N,  973W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX, 132, 262N,  976W,  21, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  EMX, 138, 275N,  979W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03,  NGX,   0, 168N,  856W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03, CC00,   0, 172N,  867W,  12, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03, CC00,   6, 171N,  875W,  12, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2017061712, 03, CEMN,   0, 172N,  866W,  13, 1009, XX,  34, NEQ,    0,    0,    0,    0,   41,    1,   2,   0,   0, 
AL, 03, 2017061712, 03, CEMN,   6, 171N,  869W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0,   51,    1,   3,   0,   0, 
AL, 03, 2017061712, 03, CEMN,  12, 174N,  870W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0,   58,    1,   3,   0,   0, 
AL, 03, 2017061712, 03, CEMN,  18, 177N,  871W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0,   96,    1,   6,   0,   0, 
AL, 03, 2017061712, 03, CEMN,  24, 186N,  873W,  16, 1006, XX,  34, NEQ,    0,    0,    0,    0,  114,    1,   6,   0,   0, 
