AL, 06, 2017073012, 01, CARQ, -24, 302N,  882W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2017073012, 01, CARQ, -18, 295N,  880W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2017073012, 01, CARQ, -12, 290N,  877W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 135,   6,     INVEST,  , 
AL, 06, 2017073012, 01, CARQ,  -6, 287N,  871W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2017073012, 01, CARQ,   0, 285N,  865W,  25, 1010, LO,  34, NEQ,    0,    0,    0,    0, 1013,   80,  25,   0,   0,   L,   0,   X,  95,   7,     INVEST, M, 
AL, 06, 2017073012, 01, CARQ,   0, 285N,  865W,  25, 1010, LO,  50, NEQ,    0,    0,    0,    0, 1013,   80,  25,   0,   0,   L,   0,   X,  95,   7,     INVEST, M, 
AL, 06, 2017073012, 01, CARQ,   0, 285N,  865W,  25, 1010, LO,  64, NEQ,    0,    0,    0,    0, 1013,   80,  25,   0,   0,   L,   0,   X,  95,   7,     INVEST, M, 
AL, 06, 2017073012, 03,  EMX,   0, 293N,  857W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,   6, 290N,  850W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  12, 284N,  846W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  18, 279N,  848W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  24, 279N,  843W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  30, 276N,  842W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  36, 274N,  840W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  42, 273N,  840W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  48, 277N,  835W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  54, 281N,  831W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  60, 288N,  826W,  18, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  66, 297N,  825W,  19, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  72, 306N,  814W,  18, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  78, 312N,  804W,  22, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  84, 320N,  796W,  25, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  90, 329N,  782W,  25, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX,  96, 334N,  768W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 102, 342N,  746W,  36, 1016, XX,  34, NEQ,   25,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 108, 345N,  738W,  26, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 114, 346N,  727W,  27, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 120, 352N,  707W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 126, 351N,  692W,  25, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 132, 359N,  680W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 138, 369N,  677W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 144, 367N,  673W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 150, 368N,  664W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 156, 370N,  655W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 162, 373N,  648W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 168, 374N,  639W,  18, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 174, 377N,  634W,  17, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 180, 381N,  626W,  15, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 186, 387N,  624W,  15, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 192, 391N,  617W,  18, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2017073012, 03,  EMX, 198, 388N,  609W,  18, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
