CP, 04, 2015082000, 01, CARQ, -24, 144N, 1779W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 04, 2015082000, 01, CARQ, -18, 140N, 1782W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 04, 2015082000, 01, CARQ, -12, 140N, 1787W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 254,   4,     INVEST,  , 
CP, 04, 2015082000, 01, CARQ,  -6, 138N, 1789W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 04, 2015082000, 01, CARQ,   0, 136N, 1790W,  20, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1008,   90,  45,   0,   0,   C,   0,   X, 245,   3,     INVEST, S, 
CP, 04, 2015082000, 01, CARQ,   0, 136N, 1790W,  20, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1008,   90,  45,   0,   0,   C,   0,   X, 245,   3,     INVEST, S, 
CP, 04, 2015082000, 01, CARQ,   0, 136N, 1790W,  20, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1008,   90,  45,   0,   0,   C,   0,   X, 245,   3,     INVEST, S, 
CP, 04, 2015082000, 03,  CMC,   0, 130N, 1778W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,   6, 135N, 1777W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  12, 139N, 1773W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  18, 140N, 1775W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  24, 144N, 1773W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  30, 149N, 1772W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  36, 149N, 1770W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  42, 149N, 1771W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  48, 149N, 1772W,   0, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  54, 150N, 1776W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  60, 150N, 1780W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  66, 150N, 1781W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 04, 2015082000, 03,  CMC,  72, 149N, 1785W,   0, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
