AL, 13, 2005082618, 01, CARQ, -24,  81N,  313W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 13, 2005082618, 01, CARQ, -18,  85N,  323W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 13, 2005082618, 01, CARQ, -12,  90N,  333W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 298,  11, 
AL, 13, 2005082618, 01, CARQ,  -6,  95N,  342W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 13, 2005082618, 01, CARQ,   0, 100N,  350W,  25, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1012,  150,  60,   0,   0,   L,   0,   X, 300,  10,     INVEST, D, 
AL, 13, 2005082618, 01, CARQ,   0, 100N,  350W,  25, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1012,  150,  60,   0,   0,   L,   0,   X, 300,  10,     INVEST, D, 
AL, 13, 2005082618, 01, CARQ,   0, 100N,  350W,  25, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1012,  150,  60,   0,   0,   L,   0,   X, 300,  10,     INVEST, D, 
AL, 13, 2005082618, 03, A90E,   0, 100N,  350W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  12, 109N,  369W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  24, 115N,  392W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  36, 120N,  418W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  48, 127N,  445W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  60, 137N,  474W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  72, 146N,  504W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  84, 155N,  534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E,  96, 162N,  564W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E, 108, 166N,  593W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A90E, 120, 172N,  619W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,   0, 100N,  350W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  12, 109N,  369W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  24, 115N,  392W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  36, 120N,  417W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  48, 127N,  444W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  60, 136N,  473W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  72, 145N,  502W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  84, 153N,  532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E,  96, 160N,  562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E, 108, 165N,  590W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, A98E, 120, 170N,  617W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, BAMD,  12, 103N,  375W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, BAMD,  24, 107N,  401W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, BAMD,  36, 111N,  428W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, BAMD,  48, 115N,  456W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, BAMD,  60, 118N,  485W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 13, 2005082618, 03, BAMD,  72, 122N,  516W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
