AL, 28, 2005112012, 01, CARQ, -24, 270N,  480W,  20,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 28, 2005112012, 01, CARQ, -18, 267N,  475W,  20,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 28, 2005112012, 01, CARQ, -12, 267N,  467W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  70,   8, 
AL, 28, 2005112012, 01, CARQ,  -6, 272N,  459W,  25,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 28, 2005112012, 01, CARQ,   0, 280N,  448W,  30, 1007, LO,  34, NEQ,    0,    0,    0,    0, 1014,  350, 150,   0,   0,   L,   0,   X,  50,  13,     INVEST, D, 
AL, 28, 2005112012, 01, CARQ,   0, 280N,  448W,  30, 1007, LO,  50, NEQ,    0,    0,    0,    0, 1014,  350, 150,   0,   0,   L,   0,   X,  50,  13,     INVEST, D, 
AL, 28, 2005112012, 01, CARQ,   0, 280N,  448W,  30, 1007, LO,  64, NEQ,    0,    0,    0,    0, 1014,  350, 150,   0,   0,   L,   0,   X,  50,  13,     INVEST, D, 
AL, 28, 2005112012, 03,  CMC,   0, 300N,  449W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  CMC,   6, 309N,  442W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  CMC,  12, 310N,  432W,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  CMC,  18, 311N,  422W,  29,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  CMC,  24, 315N,  411W,  31,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  CMC,  30, 317N,  404W,  34,  991, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  CMC,  36, 315N,  399W,  36,  990, XX,  34, NEQ,    0,    0,  170,  259, 
AL, 28, 2005112012, 03,  CMC,  42, 313N,  394W,  36,  987, XX,  34, NEQ,    0,    0,  238,  328, 
AL, 28, 2005112012, 03,  CMC,  48, 314N,  392W,  33,  986, XX,  34, NEQ,    0,    0,  312,  650, 
AL, 28, 2005112012, 03,  CMC,  54, 312N,  399W,  33,  986, XX,  34, NEQ,    0,    0,  326,  331, 
AL, 28, 2005112012, 03,  CMC,  60, 302N,  406W,  35,  987, XX,  34, NEQ,    0,    0,  279,  333, 
AL, 28, 2005112012, 03,  CMC,  66, 291N,  406W,  31,  988, XX,  34, NEQ,    0,    0,  295,  288, 
AL, 28, 2005112012, 03,  CMC,  72, 284N,  405W,  36,  989, XX,  34, NEQ,  159,    0,  290,  174, 
AL, 28, 2005112012, 03,  EMX,   0, 290N,  459W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX,  12, 300N,  433W,  27, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX,  24, 311N,  416W,  31,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX,  36, 320N,  393W,  34,  991, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX,  48, 330N,  399W,  46,  984, XX,  34, NEQ,  268,    0,  217,  347, 
AL, 28, 2005112012, 03,  EMX,  60, 316N,  416W,  41,  984, XX,  34, NEQ,  334,    0,  278,  332, 
AL, 28, 2005112012, 03,  EMX,  72, 288N,  426W,  39,  987, XX,  34, NEQ,  140,    0,  211,  178, 
AL, 28, 2005112012, 03,  EMX,  84, 269N,  421W,  41,  988, XX,  34, NEQ,    0,    0,  123,  166, 
AL, 28, 2005112012, 03,  EMX,  96, 249N,  421W,  33,  992, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX, 108, 232N,  418W,  31,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX, 120, 228N,  411W,  29,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX, 132, 230N,  400W,  31,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX, 144, 242N,  381W,  33,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  EMX, 156, 268N,  351W,  33,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  NGX,   0, 292N,  446W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  NGX,  12, 300N,  426W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 28, 2005112012, 03,  NGX,  24, 319N,  403W,  34,  997, XX,  34, NEQ,    0,    0,  148,    0, 
