EP, 16, 2005101318, 01, CARQ, -24, 111N, 1005W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 16, 2005101318, 01, CARQ, -18, 111N, 1005W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 16, 2005101318, 01, CARQ, -12, 111N, 1006W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 270,   0, 
EP, 16, 2005101318, 01, CARQ,  -6, 111N, 1006W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 16, 2005101318, 01, CARQ,   0, 111N, 1005W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,  25,   0,   0,   E,   0,   X,   0,   0,     INVEST, D, 
EP, 16, 2005101318, 01, CARQ,   0, 111N, 1005W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  150,  25,   0,   0,   E,   0,   X,   0,   0,     INVEST, D, 
EP, 16, 2005101318, 01, CARQ,   0, 111N, 1005W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  150,  25,   0,   0,   E,   0,   X,   0,   0,     INVEST, D, 
EP, 16, 2005101318, 03, BAMD,  12, 115N, 1013W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  24, 120N, 1021W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  36, 124N, 1033W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  48, 131N, 1046W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  60, 142N, 1059W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  72, 161N, 1070W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  84, 186N, 1075W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD,  96, 214N, 1072W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD, 108, 245N, 1058W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMD, 120, 277N, 1035W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  12, 116N, 1009W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  24, 120N, 1015W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  36, 122N, 1026W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  48, 125N, 1041W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  60, 134N, 1057W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  72, 149N, 1070W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  84, 167N, 1079W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM,  96, 187N, 1084W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM, 108, 208N, 1080W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMM, 120, 230N, 1068W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  12, 118N, 1010W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  24, 121N, 1017W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  36, 123N, 1028W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  48, 126N, 1043W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  60, 133N, 1058W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  72, 144N, 1074W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  84, 158N, 1087W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS,  96, 173N, 1097W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS, 108, 187N, 1100W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, BAMS, 120, 200N, 1095W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLIP,  12, 112N, 1005W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLIP,  24, 115N, 1010W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLIP,  36, 124N, 1019W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLIP,  48, 135N, 1026W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLIP,  60, 151N, 1031W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLIP,  72, 170N, 1034W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  12, 113N, 1007W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  24, 118N, 1010W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  36, 124N, 1014W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  48, 131N, 1021W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  60, 138N, 1027W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  72, 143N, 1034W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  84, 151N, 1041W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5,  96, 155N, 1048W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5, 108, 159N, 1059W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, CLP5, 120, 163N, 1068W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,   0, 111N, 1005W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  12, 116N, 1009W,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  24, 120N, 1015W,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  36, 122N, 1026W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  48, 125N, 1041W,  33,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  60, 134N, 1057W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  72, 149N, 1070W,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  84, 167N, 1079W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP,  96, 187N, 1084W,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP, 108, 208N, 1080W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSHP, 120, 230N, 1068W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,   0, 111N, 1005W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  12, 116N, 1009W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  24, 120N, 1015W,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  36, 122N, 1026W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  48, 125N, 1041W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  60, 134N, 1057W,  34,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  72, 149N, 1070W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 16, 2005101318, 03, DSNS,  84, 167N, 1079W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
