AL, 10, 2005081212, 01, CARQ, -24, 108N,  317W,  25,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 10, 2005081212, 01, CARQ, -18, 107N,  357W,  25,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 10, 2005081212, 01, CARQ, -12, 107N,  375W,  25,    0, WV,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,  19, 
AL, 10, 2005081212, 01, CARQ,  -6, 107N,  396W,  25,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 10, 2005081212, 01, CARQ,   0, 107N,  415W,  25, 1009, WV,  34, NEQ,    0,    0,    0,    0, 1012,  150,   0,   0,   0,   L,   0,   X, 270,  14,     INVEST, D, 
AL, 10, 2005081212, 01, CARQ,   0, 107N,  415W,  25, 1009, WV,  50, NEQ,    0,    0,    0,    0, 1012,  150,   0,   0,   0,   L,   0,   X, 270,  14,     INVEST, D, 
AL, 10, 2005081212, 01, CARQ,   0, 107N,  415W,  25, 1009, WV,  64, NEQ,    0,    0,    0,    0, 1012,  150,   0,   0,   0,   L,   0,   X, 270,  14,     INVEST, D, 
AL, 10, 2005081212, 03, A90E,   0, 107N,  415W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  12, 108N,  441W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  24, 110N,  468W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  36, 114N,  492W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  48, 120N,  511W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  60, 127N,  531W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  72, 136N,  547W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  84, 144N,  563W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E,  96, 152N,  579W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E, 108, 161N,  593W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A90E, 120, 173N,  604W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,   0, 107N,  415W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  12, 108N,  441W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  24, 110N,  468W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  36, 114N,  491W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  48, 120N,  510W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  60, 127N,  529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  72, 136N,  545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  84, 144N,  561W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E,  96, 151N,  576W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E, 108, 161N,  590W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 10, 2005081212, 03, A98E, 120, 172N,  601W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
