AL, 09, 2005080400, 01, CARQ, -24, 119N,  248W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 09, 2005080400, 01, CARQ, -18, 121N,  266W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 09, 2005080400, 01, CARQ, -12, 121N,  275W,  20,    0, WV,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 273,   9, 
AL, 09, 2005080400, 01, CARQ,  -6, 122N,  284W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
AL, 09, 2005080400, 01, CARQ,   0, 123N,  293W,  25, 1008, WV,  34, NEQ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,   L,   0,   X, 275,   9,     INVEST, D, 
AL, 09, 2005080400, 01, CARQ,   0, 123N,  293W,  25, 1008, WV,  50, NEQ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,   L,   0,   X, 275,   9,     INVEST, D, 
AL, 09, 2005080400, 01, CARQ,   0, 123N,  293W,  25, 1008, WV,  64, NEQ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,   L,   0,   X, 275,   9,     INVEST, D, 
AL, 09, 2005080400, 03, A90E,   0, 123N,  293W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  12, 126N,  314W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  24, 130N,  339W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  36, 136N,  366W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  48, 138N,  395W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  60, 145N,  420W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  72, 149N,  444W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  84, 151N,  469W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E,  96, 152N,  495W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E, 108, 152N,  519W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A90E, 120, 151N,  540W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,   0, 123N,  293W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  12, 126N,  314W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  24, 130N,  338W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  36, 136N,  365W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  48, 138N,  394W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  60, 146N,  419W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  72, 149N,  443W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  84, 151N,  467W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E,  96, 152N,  492W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E, 108, 153N,  516W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A98E, 120, 151N,  536W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,   0, 123N,  293W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,  12, 126N,  313W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,  24, 133N,  337W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,  36, 144N,  362W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,  48, 156N,  386W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,  60, 166N,  406W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, A9UK,  72, 170N,  426W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  12, 127N,  314W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  24, 132N,  338W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  36, 138N,  365W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  48, 146N,  390W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  60, 153N,  413W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  72, 160N,  432W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  84, 167N,  450W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD,  96, 175N,  468W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD, 108, 185N,  484W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMD, 120, 198N,  499W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  12, 127N,  315W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  24, 130N,  340W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  36, 135N,  367W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  48, 141N,  393W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  60, 146N,  417W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  72, 151N,  436W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  84, 158N,  454W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM,  96, 167N,  468W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM, 108, 179N,  482W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMM, 120, 194N,  494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  12, 131N,  317W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  24, 137N,  343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  36, 139N,  378W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  48, 139N,  409W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  60, 135N,  433W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  72, 135N,  447W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  84, 139N,  456W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS,  96, 152N,  460W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS, 108, 169N,  468W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, BAMS, 120, 191N,  480W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLIP,  12, 126N,  313W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLIP,  24, 131N,  336W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLIP,  36, 138N,  361W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLIP,  48, 148N,  388W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLIP,  72, 172N,  439W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  12, 126N,  313W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  24, 131N,  333W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  36, 137N,  355W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  48, 145N,  381W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  60, 152N,  406W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  72, 161N,  431W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  84, 171N,  458W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5,  96, 183N,  479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5, 108, 196N,  499W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, CLP5, 120, 209N,  517W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,   0, 123N,  293W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  12, 127N,  315W,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  24, 130N,  340W,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  36, 135N,  367W,  47,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  48, 141N,  393W,  52,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  60, 146N,  417W,  58,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  72, 151N,  436W,  61,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  84, 158N,  454W,  62,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP,  96, 167N,  468W,  65,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP, 108, 179N,  482W,  66,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSHP, 120, 194N,  494W,  65,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 09, 2005080400, 03, DSNS,   0, 123N,  293W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
