EP, 02, 2005062012, 01, CARQ, -24, 140N,  956W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
EP, 02, 2005062012, 01, CARQ, -18, 140N,  962W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
EP, 02, 2005062012, 01, CARQ, -12, 140N,  968W,  20,    0, WV,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 270,   6, 
EP, 02, 2005062012, 01, CARQ,  -6, 140N,  974W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
EP, 02, 2005062012, 01, CARQ,   0, 140N,  980W,  20, 1008, WV,  34, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,   X, 270,   6,     INVEST, M, 
EP, 02, 2005062012, 01, CARQ,   0, 140N,  980W,  20, 1008, WV,  50, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,   X, 270,   6,     INVEST, M, 
EP, 02, 2005062012, 01, CARQ,   0, 140N,  980W,  20, 1008, WV,  64, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,   X, 270,   6,     INVEST, M, 
EP, 02, 2005062012, 03, BAMD,  12, 144N,  998W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  24, 151N, 1022W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  36, 159N, 1050W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  48, 168N, 1080W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  60, 176N, 1109W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  72, 181N, 1136W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  84, 183N, 1160W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD,  96, 184N, 1183W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD, 108, 188N, 1199W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMD, 120, 190N, 1209W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  12, 145N,  997W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  24, 148N, 1021W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  36, 156N, 1050W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  48, 164N, 1082W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  60, 171N, 1116W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  72, 175N, 1148W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  84, 177N, 1176W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM,  96, 176N, 1200W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM, 108, 177N, 1218W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMM, 120, 174N, 1231W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  12, 145N,  999W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  24, 148N, 1023W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  36, 153N, 1052W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  48, 158N, 1085W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  60, 163N, 1119W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  72, 163N, 1150W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  84, 162N, 1177W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS,  96, 160N, 1196W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS, 108, 158N, 1208W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, BAMS, 120, 152N, 1216W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLIP,  12, 141N,  992W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLIP,  24, 145N, 1003W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLIP,  36, 151N, 1015W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLIP,  48, 155N, 1032W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLIP,  60, 157N, 1052W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLIP,  72, 157N, 1074W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  12, 142N,  993W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  24, 145N, 1005W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  36, 150N, 1018W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  48, 155N, 1031W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  60, 162N, 1044W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  72, 167N, 1058W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  84, 171N, 1072W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5,  96, 176N, 1085W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5, 108, 181N, 1101W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, CLP5, 120, 185N, 1114W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,   0, 140N,  980W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  12, 145N,  997W,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  24, 148N, 1021W,  33,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  36, 156N, 1050W,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  48, 164N, 1082W,  46,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  60, 171N, 1116W,  48,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  72, 175N, 1148W,  47,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  84, 177N, 1176W,  43,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP,  96, 176N, 1200W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP, 108, 177N, 1218W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSHP, 120, 174N, 1231W,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,   0, 140N,  980W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  12, 145N,  997W,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  24, 148N, 1021W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  36, 156N, 1050W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  48, 164N, 1082W,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  60, 171N, 1116W,  44,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  72, 175N, 1148W,  44,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  84, 177N, 1176W,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS,  96, 176N, 1200W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS, 108, 177N, 1218W,  34,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, DSNS, 120, 174N, 1231W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,   0, 140N,  980W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  12, 143N,  996W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  24, 152N, 1018W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  36, 164N, 1043W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  48, 176N, 1067W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  60, 190N, 1091W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  72, 204N, 1110W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  84, 216N, 1122W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR,  96, 225N, 1129W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR, 108, 235N, 1128W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, LBAR, 120, 239N, 1126W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, P91E,   0, 140N,  980W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 02, 2005062012, 03, P91E,  12, 142N,  992W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
