EP, 03, 2005062412, 01, CARQ, -24, 120N,  940W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
EP, 03, 2005062412, 01, CARQ, -18, 120N,  945W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
EP, 03, 2005062412, 01, CARQ, -12, 120N,  950W,  20,    0, WV,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 270,   5, 
EP, 03, 2005062412, 01, CARQ,  -6, 120N,  955W,  20,    0, WV,  34, AAA,    0,    0,    0,    0, 
EP, 03, 2005062412, 01, CARQ,   0, 120N,  960W,  20, 1008, WV,  34, NEQ,    0,    0,    0,    0, 1009,  200,   0,   0,   0,   E,   0,   X, 270,   5,     INVEST, M, 
EP, 03, 2005062412, 01, CARQ,   0, 120N,  960W,  20, 1008, WV,  50, NEQ,    0,    0,    0,    0, 1009,  200,   0,   0,   0,   E,   0,   X, 270,   5,     INVEST, M, 
EP, 03, 2005062412, 01, CARQ,   0, 120N,  960W,  20, 1008, WV,  64, NEQ,    0,    0,    0,    0, 1009,  200,   0,   0,   0,   E,   0,   X, 270,   5,     INVEST, M, 
EP, 03, 2005062412, 03, BAMD,  12, 122N,  975W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  24, 128N,  990W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  36, 136N, 1004W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  48, 144N, 1019W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  60, 153N, 1038W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  72, 160N, 1061W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  84, 169N, 1089W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD,  96, 177N, 1121W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD, 108, 186N, 1153W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMD, 120, 191N, 1185W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  12, 122N,  973W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  24, 126N,  986W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  36, 133N, 1001W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  48, 142N, 1018W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  60, 151N, 1038W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  72, 158N, 1061W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  84, 165N, 1089W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM,  96, 170N, 1122W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM, 108, 176N, 1155W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMM, 120, 177N, 1190W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMS,  12, 123N,  972W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 03, 2005062412, 03, BAMS,  24, 127N,  983W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
