EP, 09, 2020080618,   , BEST,   0, 111N,  905W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS017,  ,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080700,   , BEST,   0, 115N,  925W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS017,  ,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080706,   , BEST,   0, 119N,  941W,  20,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS017,  ,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080712,   , BEST,   0, 122N,  955W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,   90,  75,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 017, SPAWNINVEST, ep782020 to ep912020, 
EP, 09, 2020080718,   , BEST,   0, 124N,  968W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,   90,  75,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080800,   , BEST,   0, 126N,  979W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  100,  75,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080806,   , BEST,   0, 128N,  990W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  100,  75,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080812,   , BEST,   0, 132N, 1000W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  75,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080818,   , BEST,   0, 140N, 1010W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  75,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 017, 
EP, 09, 2020080900,   , BEST,   0, 145N, 1020W,  30, 1007, LO,  34, NEQ,    0,    0,    0,    0, 1010,  100,  60,   0,   0,   E,   0,    ,   0,   0,       NINE, M,  0,    ,    0,    0,    0,    0, genesis-num, 017, TRANSITIONED, epB12020 to ep092020, 
