AL, 94, 2020090606,   , BEST,   0, 301N,  621W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS041,  ,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090612,   , BEST,   0, 300N,  629W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS041,  ,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090618,   , BEST,   0, 299N,  638W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS041,  ,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090700,   , BEST,   0, 299N,  647W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS041,  ,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090706,   , BEST,   0, 299N,  656W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS041,  ,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090712,   , BEST,   0, 299N,  664W,  20,    0, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS041,  ,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090718,   , BEST,   0, 299N,  671W,  20, 1012, LO,   0,    ,    0,    0,    0,    0, 1014,  160,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, SPAWNINVEST, al762020 to al942020, 
AL, 94, 2020090800,   , BEST,   0, 299N,  676W,  20, 1012, LO,   0,    ,    0,    0,    0,    0, 1014,  160,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090806,   , BEST,   0, 299N,  684W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  160,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090812,   , BEST,   0, 299N,  693W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  160,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090818,   , BEST,   0, 300N,  702W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  160, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090900,   , BEST,   0, 302N,  713W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  130, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090906,   , BEST,   0, 305N,  724W,  20, 1012, LO,   0,    ,    0,    0,    0,    0, 1014,  130, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090912,   , BEST,   0, 307N,  730W,  20, 1012, LO,   0,    ,    0,    0,    0,    0, 1016,  125, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020090918,   , BEST,   0, 310N,  739W,  20, 1013, LO,   0,    ,    0,    0,    0,    0, 1017,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020091000,   , BEST,   0, 316N,  748W,  20, 1015, LO,   0,    ,    0,    0,    0,    0, 1017,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020091006,   , BEST,   0, 328N,  762W,  20, 1017, LO,   0,    ,    0,    0,    0,    0, 1018,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
AL, 94, 2020091012,   , BEST,   0, 337N,  771W,  20, 1018, DB,  34, NEQ,    0,    0,    0,    0, 1019,   90,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 041, 
