AL, 04, 2012062118, 01, CARQ, -24, 200N,  902W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2012062118, 01, CARQ, -18, 205N,  900W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2012062118, 01, CARQ, -12, 209N,  899W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  13,   4,     INVEST,  , 
AL, 04, 2012062118, 01, CARQ,  -6, 213N,  898W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2012062118, 01, CARQ,   0, 217N,  890W,  20, 1008, DB,  34, NEQ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   L,   0,   X,  20,   3,     INVEST, S , 
AL, 04, 2012062118, 01, CARQ,   0, 217N,  890W,  20, 1008, DB,  50, NEQ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   L,   0,   X,  20,   3,     INVEST, S , 
AL, 04, 2012062118, 01, CARQ,   0, 217N,  890W,  20, 1008, DB,  64, NEQ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   L,   0,   X,  20,   3,     INVEST, S , 
AL, 04, 2012062118, 03,  NAM,   0, 213N,  897W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03,  NAM,   6, 217N,  877W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03,  NAM,  12, 221N,  874W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,   0, 215N,  893W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,   6, 217N,  888W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  12, 222N,  886W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  18, 229N,  882W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  24, 239N,  872W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  30, 248N,  870W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  36, 254N,  874W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  42, 260N,  873W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  48, 264N,  872W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  54, 267N,  871W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  60, 269N,  871W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  66, 273N,  869W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  72, 272N,  868W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  78, 269N,  868W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  84, 265N,  870W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  90, 265N,  869W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN,  96, 265N,  867W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 102, 265N,  867W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 108, 264N,  867W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 114, 266N,  863W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 120, 270N,  855W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 126, 271N,  848W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 132, 272N,  843W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 138, 278N,  835W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 144, 284N,  827W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 150, 289N,  822W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 156, 294N,  820W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 162, 299N,  821W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 168, 305N,  820W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 174, 311N,  819W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 180, 317N,  820W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 186, 313N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 192, 320N,  827W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 198, 325N,  827W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 204, 333N,  831W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 210, 340N,  826W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 216, 329N,  844W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 222, 332N,  838W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 228, 341N,  825W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 234, 363N,  785W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AEMN, 240, 369N,  777W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,   0, 214N,  900W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,   6, 211N,  901W,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  12, 212N,  901W,  11, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  18, 220N,  891W,  10, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  24, 239N,  875W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  30, 248N,  871W,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  36, 256N,  875W,  27, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  42, 259N,  872W,  24, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  48, 269N,  861W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  54, 275N,  862W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  60, 274N,  863W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  66, 281N,  858W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  72, 281N,  859W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  78, 278N,  862W,  29, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  84, 273N,  866W,  28, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  90, 270N,  869W,  29, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01,  96, 269N,  869W,  28, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 102, 266N,  870W,  25, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 108, 261N,  872W,  27, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 114, 261N,  873W,  27, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 120, 260N,  870W,  27, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 126, 259N,  868W,  22, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 132, 251N,  869W,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 138, 253N,  866W,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 144, 257N,  862W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 150, 257N,  860W,  21, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 156, 259N,  863W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 162, 261N,  867W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 168, 266N,  870W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 174, 267N,  875W,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 180, 271N,  882W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 186, 278N,  886W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 192, 284N,  891W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 198, 286N,  889W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 204, 294N,  899W,  19, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 210, 304N,  898W,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 216, 311N,  892W,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 222, 314N,  887W,  16, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 228, 314N,  877W,  15, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 234, 321N,  873W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP01, 240, 321N,  863W,  10, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,   0, 210N,  899W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,   6, 211N,  886W,  13, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  12, 214N,  887W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  18, 222N,  881W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  24, 230N,  878W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  30, 237N,  880W,  22, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  36, 238N,  887W,  21, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  42, 242N,  889W,  19, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  48, 243N,  886W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  54, 252N,  883W,  22, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  60, 267N,  866W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  66, 269N,  868W,  26, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  72, 268N,  869W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  78, 262N,  871W,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  84, 259N,  872W,  24, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  90, 266N,  865W,  27, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02,  96, 269N,  857W,  27, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 102, 271N,  849W,  27, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 108, 271N,  845W,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 114, 270N,  840W,  29, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 120, 279N,  823W,  26, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 126, 272N,  819W,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 132, 269N,  814W,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 138, 275N,  788W,  33, 1003, XX,  34, NEQ,  337,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 144, 281N,  767W,  37, 1004, XX,  34, NEQ,  640,   83,  127,    0, 
AL, 04, 2012062118, 03, AP02, 150, 292N,  743W,  35, 1004, XX,  34, NEQ,  321,   83,    0,    0, 
AL, 04, 2012062118, 03, AP02, 156, 307N,  719W,  43, 1003, XX,  34, NEQ,    0,  133,  162,   61, 
AL, 04, 2012062118, 03, AP02, 162, 321N,  693W,  45, 1003, XX,  34, NEQ,  650,  146,    0,    0, 
AL, 04, 2012062118, 03, AP02, 168, 340N,  669W,  41, 1003, XX,  34, NEQ,    0,  154,   86,    0, 
AL, 04, 2012062118, 03, AP02, 174, 367N,  644W,  38, 1003, XX,  34, NEQ,   74,  156,    0,    0, 
AL, 04, 2012062118, 03, AP02, 180, 393N,  633W,  44, 1002, XX,  34, NEQ,    0,  184,    0,    0, 
AL, 04, 2012062118, 03, AP02, 186, 418N,  623W,  36, 1002, XX,  34, NEQ,  128,  273,    0,    0, 
AL, 04, 2012062118, 03, AP02, 192, 441N,  618W,  35, 1002, XX,  34, NEQ,   96,  139,    0,    0, 
AL, 04, 2012062118, 03, AP02, 198, 471N,  621W,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 204, 498N,  622W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 210, 512N,  611W,  18, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 216, 525N,  592W,  24, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 222, 544N,  550W,  24, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 228, 570N,  515W,  21, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 234, 600N,  455W,  19, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP02, 240, 620N,  414W,  21, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,   0, 213N,  895W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,   6, 215N,  886W,  18, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  12, 217N,  882W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  18, 224N,  875W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  24, 237N,  874W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  30, 242N,  874W,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  36, 250N,  878W,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  42, 259N,  873W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  48, 267N,  875W,  34, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  54, 269N,  878W,  33, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  60, 268N,  882W,  33, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  66, 269N,  882W,  32,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  72, 268N,  881W,  34,  999, XX,  34, NEQ,    0,    0,    0,   86, 
AL, 04, 2012062118, 03, AP03,  78, 266N,  881W,  34,  998, XX,  34, NEQ,    0,    0,    0,  108, 
AL, 04, 2012062118, 03, AP03,  84, 261N,  884W,  33,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  90, 261N,  888W,  31,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03,  96, 260N,  890W,  32,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03, 102, 259N,  892W,  33,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03, 108, 258N,  895W,  31,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP03, 114, 260N,  895W,  34,  996, XX,  34, NEQ,    0,  106,    0,    0, 
AL, 04, 2012062118, 03, AP03, 120, 265N,  890W,  35,  995, XX,  34, NEQ,    0,  106,    0,    0, 
AL, 04, 2012062118, 03, AP03, 126, 267N,  885W,  40,  993, XX,  34, NEQ,  102,  132,    0,  110, 
AL, 04, 2012062118, 03, AP03, 132, 267N,  882W,  37,  994, XX,  34, NEQ,  128,  159,    0,  107, 
AL, 04, 2012062118, 03, AP03, 138, 270N,  878W,  42,  990, XX,  34, NEQ,  132,  160,  120,  135, 
AL, 04, 2012062118, 03, AP03, 144, 273N,  875W,  43,  991, XX,  34, NEQ,  138,  166,  116,  134, 
AL, 04, 2012062118, 03, AP03, 150, 276N,  876W,  49,  989, XX,  34, NEQ,  162,  144,   99,  134, 
AL, 04, 2012062118, 03, AP03, 156, 278N,  878W,  42,  989, XX,  34, NEQ,  147,  189,  119,  131, 
AL, 04, 2012062118, 03, AP03, 162, 283N,  880W,  50,  988, XX,  34, NEQ,  134,  140,  141,  121, 
AL, 04, 2012062118, 03, AP03, 162, 283N,  880W,  50,  988, XX,  50, NEQ,    0,   61,    0,    0, 
AL, 04, 2012062118, 03, AP03, 168, 289N,  887W,  49,  990, XX,  34, NEQ,  143,  164,  118,   95, 
AL, 04, 2012062118, 03, AP03, 174, 293N,  888W,  47,  987, XX,  34, NEQ,  106,  159,  139,   89, 
AL, 04, 2012062118, 03, AP03, 180, 299N,  891W,  48,  988, XX,  34, NEQ,  115,  172,  130,   63, 
AL, 04, 2012062118, 03, AP03, 186, 303N,  895W,  50,  987, XX,  34, NEQ,    0,  167,  108,    0, 
AL, 04, 2012062118, 03, AP03, 186, 303N,  895W,  50,  987, XX,  50, NEQ,    0,   82,    0,    0, 
AL, 04, 2012062118, 03, AP03, 192, 307N,  898W,  46,  992, XX,  34, NEQ,    0,  157,  115,    0, 
AL, 04, 2012062118, 03, AP03, 198, 309N,  900W,  41,  988, XX,  34, NEQ,    0,  161,  114,    0, 
AL, 04, 2012062118, 03, AP03, 204, 307N,  903W,  38,  990, XX,  34, NEQ,    0,  161,    0,    0, 
AL, 04, 2012062118, 03, AP03, 210, 304N,  901W,  41,  990, XX,  34, NEQ,    0,  161,   94,    0, 
AL, 04, 2012062118, 03, AP03, 216, 301N,  900W,  40,  992, XX,  34, NEQ,    0,  168,  134,    0, 
AL, 04, 2012062118, 03, AP03, 222, 300N,  894W,  40,  989, XX,  34, NEQ,  124,  169,  120,    0, 
AL, 04, 2012062118, 03, AP03, 228, 300N,  887W,  43,  991, XX,  34, NEQ,   95,  189,  124,    0, 
AL, 04, 2012062118, 03, AP03, 234, 303N,  877W,  44,  990, XX,  34, NEQ,    0,  170,  141,    0, 
AL, 04, 2012062118, 03, AP03, 240, 311N,  871W,  38,  994, XX,  34, NEQ,    0,  170,    0,    0, 
AL, 04, 2012062118, 03, AP04,   0, 214N,  891W,  11, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2012062118, 03, AP05,   0, 219N,  874W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
