AL, 15, 2012100212,   , BEST,   0, 124N,  380W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  200, 120,  35,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 15, 2012100218,   , BEST,   0, 136N,  387W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  200, 120,  35,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 15, 2012100300,   , BEST,   0, 150N,  396W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1013,  200, 120,  40,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 15, 2012100306,   , BEST,   0, 163N,  405W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1013,  200,  90,  40,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 15, 2012100312,   , BEST,   0, 174N,  412W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1013,  200,  90,  40,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 15, 2012100318,   , BEST,   0, 182N,  418W,  35, 1005, TS,  34, NEQ,  120,  120,    0,    0, 1012,  200, 120,  40,   0,   L,   0,    ,   0,   0,    FIFTEEN, M, 
AL, 15, 2012100400,   , BEST,   0, 189N,  421W,  40, 1002, TS,  34, NEQ,  140,  120,    0,    0, 1013,  210, 120,  45,   0,   L,   0,    ,   0,   0,      OSCAR, M, 
AL, 15, 2012100406,   , BEST,   0, 195N,  422W,  40, 1001, TS,  34, NEQ,  160,  130,    0,    0, 1012,  200, 120,  45,   0,   L,   0,    ,   0,   0,      OSCAR, M, 
AL, 15, 2012100412,   , BEST,   0, 202N,  420W,  45,  998, TS,  34, NEQ,  180,  140,    0,    0, 1012,  220,  90,  50,   0,   L,   0,    ,   0,   0,      OSCAR, M, 12, NEQ,  150,  120,    0,    0
AL, 15, 2012100418,   , BEST,   0, 210N,  415W,  45,  996, TS,  34, NEQ,  180,  140,    0,    0, 1009,  200,  90,  50,   0,   L,   0,    ,   0,   0,      OSCAR, M, 12, NEQ,  150,  120,    0,    0
AL, 15, 2012100500,   , BEST,   0, 218N,  406W,  45,  995, TS,  34, NEQ,  180,  140,    0,    0, 1009,  200,  90,  55,   0,   L,   0,    ,   0,   0,      OSCAR, M, 12, NEQ,  180,  150,    0,    0
AL, 15, 2012100506,   , BEST,   0, 227N,  394W,  45,  994, TS,  34, NEQ,  180,  140,    0,    0, 1005,  150,  90,  55,   0,   L,   0,    ,   0,   0,      OSCAR, M, 12, NEQ,  180,  150,    0,    0
AL, 15, 2012100512,   , BEST,   0, 235N,  378W,  45,  994, TS,  34, NEQ,  180,  140,    0,    0, 1005,  150,  90,  45,   0,   L,   0,    ,   0,   0,      OSCAR, M, 12, NEQ,  180,  150,    0,    0
