WP, 26, 2012112406,   , BEST,   0,  22N, 1596E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 26, 2012112412,   , BEST,   0,  24N, 1593E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 26, 2012112418,   , BEST,   0,  26N, 1591E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 26, 2012112500,   , BEST,   0,  28N, 1588E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
WP, 26, 2012112506,   , BEST,   0,  30N, 1583E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
WP, 26, 2012112512,   , BEST,   0,  33N, 1577E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 26, 2012112518,   , BEST,   0,  37N, 1571E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 26, 2012112600,   , BEST,   0,  40N, 1566E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTY-SIX, S, 
WP, 26, 2012112606,   , BEST,   0,  41N, 1564E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTY-SIX, S, 
WP, 26, 2012112612,   , BEST,   0,  42N, 1562E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTY-SIX, S, 
WP, 26, 2012112618,   , BEST,   0,  43N, 1560E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0, TWENTY-SIX, S, 
WP, 26, 2012112700,   , BEST,   0,  44N, 1558E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112706,   , BEST,   0,  45N, 1557E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1006,  160,  35,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112712,   , BEST,   0,  46N, 1554E,  45,  989, TS,  34, NEQ,   40,   20,   30,   40, 1008,  170,  30,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112718,   , BEST,   0,  46N, 1550E,  45,  989, TS,  34, NEQ,   40,   20,   30,   40, 1007,  180,  30,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112800,   , BEST,   0,  48N, 1542E,  50,  985, TS,  34, NEQ,   45,   35,   35,   45, 1006,  200,  30,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112806,   , BEST,   0,  49N, 1531E,  50,  985, TS,  34, NEQ,   45,   35,   35,   45, 1006,  190,  25,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112812,   , BEST,   0,  47N, 1519E,  55,  982, TS,  34, NEQ,   55,   50,   50,   55, 1008,  180,  20,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112812,   , BEST,   0,  47N, 1519E,  55,  982, TS,  50, NEQ,   25,   25,   25,   25, 1008,  180,  20,   0,   0,   W,   0,    ,   0,   0,      BOPHA, M, 
WP, 26, 2012112818,   , BEST,   0,  44N, 1507E,  55,  982, TS,  34, NEQ,   55,   50,   50,   55, 1008,  180,  20,   0,   0,   W,   0,    ,   0,   0,      BOPHA, D, 
WP, 26, 2012112818,   , BEST,   0,  44N, 1507E,  55,  982, TS,  50, NEQ,   25,   25,   25,   25, 1008,  180,  20,   0,   0,   W,   0,    ,   0,   0,      BOPHA, D, 
WP, 26, 2012112900,   , BEST,   0,  41N, 1496E,  55,  982, TS,  34, NEQ,   55,   50,   50,   55, 1008,  180,  20,   0,   0,   W,   0,    ,   0,   0,      BOPHA, D, 
