AL, 04, 2016061812, 01, CARQ, -24, 186N,  873W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2016061812, 01, CARQ, -18, 190N,  883W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2016061812, 01, CARQ, -12, 192N,  890W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 287,   7,     INVEST,  , 
AL, 04, 2016061812, 01, CARQ,  -6, 194N,  897W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 04, 2016061812, 01, CARQ,   0, 196N,  905W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   L,   0,   X, 285,   7,     INVEST, S, 
AL, 04, 2016061812, 01, CARQ,   0, 196N,  905W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   L,   0,   X, 285,   7,     INVEST, S, 
AL, 04, 2016061812, 01, CARQ,   0, 196N,  905W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   L,   0,   X, 285,   7,     INVEST, S, 
AL, 04, 2016061812, 03,  CMC,   0, 195N,  915W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,   6, 200N,  920W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  12, 201N,  928W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  18, 201N,  936W,  32, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  24, 201N,  947W,  33, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  30, 209N,  956W,  33, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  36, 210N,  960W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  42, 216N,  970W,  36, 1009, XX,  34, NEQ,   63,   72,    0,    0, 
AL, 04, 2016061812, 03,  CMC,  48, 219N,  981W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,   0, 190N,  908W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,   6, 192N,  914W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  12, 201N,  922W,  32, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  18, 203N,  938W,  34, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  24, 205N,  946W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  30, 205N,  952W,  30, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  36, 204N,  955W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  42, 205N,  960W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  48, 209N,  965W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  54, 208N,  970W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NAM,  60, 201N,  978W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,   0, 183N,  910W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,   6, 185N,  913W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  12, 191N,  919W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  18, 193N,  929W,  30, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  24, 200N,  937W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  30, 201N,  941W,  36, 1011, XX,  34, NEQ,    0,    0,  109,    0, 
AL, 04, 2016061812, 03,  NGX,  36, 204N,  947W,  33, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  42, 204N,  954W,  38, 1013, XX,  34, NEQ,    0,    0,   49,    0, 
AL, 04, 2016061812, 03,  NGX,  48, 206N,  958W,  32, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  54, 206N,  960W,  35, 1012, XX,  34, NEQ,  105,    0,    0,    0, 
AL, 04, 2016061812, 03,  NGX,  60, 208N,  969W,  36, 1010, XX,  34, NEQ,   92,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,   0, 193N,  907W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,   6, 198N,  911W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  12, 198N,  919W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  18, 200N,  930W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  24, 204N,  942W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  30, 207N,  950W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  36, 207N,  956W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  42, 209N,  963W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  48, 211N,  968W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  54, 214N,  975W,  20, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AC00,  60, 212N,  979W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AEMN,   0, 194N,  907W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0,   18,    0,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,   6, 196N,  910W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0,   23,    1,   2,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  12, 198N,  918W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0,   22,    1,   2,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  18, 199N,  930W,  30, 1011, XX,  34, NEQ,    0,    0,    0,    0,   21,    0,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  24, 203N,  942W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0,   22,    1,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  30, 206N,  949W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0,   27,    1,   2,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  36, 207N,  955W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0,   31,    1,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  42, 207N,  961W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0,   40,    1,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  48, 210N,  968W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0,   35,    1,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  54, 212N,  973W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0,   35,    2,   1,   0,   0, 
AL, 04, 2016061812, 03, AEMN,  60, 210N,  977W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0,   31,    1,   1,   0,   0, 
AL, 04, 2016061812, 03, AP01,   0, 191N,  905W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,   6, 189N,  906W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  12, 189N,  911W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  18, 195N,  927W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  24, 199N,  938W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  30, 201N,  946W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  36, 200N,  950W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  42, 201N,  957W,  27, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  48, 204N,  963W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP01,  54, 203N,  967W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,   0, 195N,  910W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,   6, 196N,  912W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  12, 202N,  919W,  30, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  18, 201N,  931W,  31, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  24, 204N,  944W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  30, 206N,  951W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  36, 205N,  956W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  42, 208N,  963W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  48, 210N,  967W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  54, 208N,  967W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP02,  60, 208N,  973W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,   0, 189N,  905W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,   6, 190N,  906W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  12, 194N,  917W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  18, 195N,  929W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  24, 200N,  940W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  30, 201N,  946W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  36, 200N,  950W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  42, 197N,  953W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  48, 202N,  960W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  54, 205N,  965W,  24, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP03,  60, 205N,  972W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,   0, 194N,  908W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,   6, 196N,  909W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  12, 197N,  918W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  18, 202N,  930W,  29, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  24, 208N,  942W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  30, 213N,  951W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  36, 216N,  959W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  42, 219N,  968W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  48, 220N,  975W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  54, 219N,  979W,  19, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  60, 216N,  979W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP04,  66, 206N,  989W,  16, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP05,   0, 194N,  903W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP05,   6, 195N,  905W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 04, 2016061812, 03, AP05,  12, 201N,  916W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
