WP, 14, 2016080800, 74, JJGS,   0, 165N, 1606E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  12, 165N, 1591E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  24, 161N, 1565E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  36, 168N, 1555E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  48, 180N, 1535E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  60, 185N, 1522E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  72, 195N, 1513E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080800, 74, JJGS,  84, 200N, 1515E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,   0, 169N, 1605E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  12, 183N, 1594E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  24, 194N, 1574E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  36, 204N, 1554E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  48, 214N, 1536E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  60, 225N, 1525E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  72, 235N, 1518E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  84, 254N, 1515E,  55,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG,  96, 265N, 1508E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG, 108, 282N, 1505E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 71, JNVG, 120, 293N, 1485E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,   0, 173N, 1605E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  12, 174N, 1593E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  24, 180N, 1575E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  36, 191N, 1565E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  48, 200N, 1555E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  60, 215N, 1546E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  72, 235N, 1544E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  84, 255N, 1533E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN,  96, 265N, 1519E,  55,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN, 108, 275N, 1508E,  50,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016080806, 72, JAVN, 120, 286N, 1496E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,   0, 295N, 1515E,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,   6, 310N, 1490E,  34,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  12, 329N, 1457E,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  18, 340N, 1429E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  24, 353N, 1423E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  30, 372N, 1420E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  36, 391N, 1423E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  42, 415N, 1430E,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  48, 447N, 1441E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  54, 467N, 1462E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  60, 485N, 1487E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  66, 501N, 1518E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  72, 509N, 1546E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  78, 520N, 1620E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  84, 516N, 1659E,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  90, 504N, 1710E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS,  96, 489N, 1744E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JENS, 102, 459N, 1789W,  14,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JGSM,   0, 295N, 1515E,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JGSM,   6, 310N, 1487E,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 03, JGSM,  12, 326N, 1454E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,   0, 289N, 1509E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  12, 331N, 1470E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  24, 372N, 1434E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  36, 409N, 1424E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  48, 452N, 1444E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  60, 486N, 1472E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  72, 511N, 1497E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 44, EGRR,  84, 534N, 1511E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,   0, 134N, 1624E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  12, 145N, 1599E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  24, 136N, 1582E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  36, 141N, 1575E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  48, 154N, 1564E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  60, 167N, 1554E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  72, 191N, 1545E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  84, 225N, 1544E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG,  96, 255N, 1548E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG, 108, 281N, 1555E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 71, JNVG, 120, 305N, 1563E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,   0, 121N, 1625E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,  12, 128N, 1602E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,  24, 126N, 1579E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,  36, 125N, 1559E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,  48, 123N, 1543E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,  60, 122N, 1529E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 72, JAVN,  72, 119N, 1521E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,   0, 127N, 1625E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  12, 116N, 1605E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  24, 109N, 1585E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  36, 106N, 1564E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  48, 106N, 1555E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  60, 125N, 1543E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  72, 146N, 1525E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081912, 74, JJGS,  84, 187N, 1542E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081918, 71, JNVG,   0, 144N, 1614E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081918, 71, JNVG,  12, 135N, 1586E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2016081918, 71, JNVG,  24, 134N, 1567E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
