WP, 19, 2016090818, 72, JAVN,   0, 114N, 1264E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  12,  95N, 1280E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  24,  96N, 1268E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  36,  95N, 1273E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  48,  74N, 1229E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  60,  95N, 1210E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  72,  95N, 1196E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  84, 101N, 1201E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN,  96, 120N, 1198E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090818, 72, JAVN, 108, 119N, 1216E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 19, 2016090900, 01, CARQ, -18, 110N, 1264E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 01, CARQ, -12, 110N, 1255E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 01, CARQ,  -6, 110N, 1246E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 01, CARQ,   0, 110N, 1238E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  12, 111N, 1222E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  24, 114N, 1207E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  36, 118N, 1193E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  48, 122N, 1180E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  60, 128N, 1167E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  72, 134N, 1154E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  84, 140N, 1143E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120,  96, 147N, 1134E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120, 108, 154N, 1127E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, C120, 120, 161N, 1122E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIM,  12, 121N, 1217E,  11,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIM,  24, 133N, 1202E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIM,  36, 147N, 1184E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIM,  48, 161N, 1168E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIM,  72, 189N, 1163E,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIP,  12, 115N, 1224E,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIP,  24, 122N, 1211E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIP,  36, 131N, 1199E,  33,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIP,  48, 140N, 1188E,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, CLIP,  72, 157N, 1160E,  53,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, HPAC,  12, 116N, 1219E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, HPAC,  24, 122N, 1203E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, HPAC,  36, 128N, 1185E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, HPAC,  48, 135N, 1169E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 19, 2016090900, 03, HPAC,  72, 150N, 1149E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
