SH, 12, 2016020512, 74, JJGS,   0, 136S, 1606E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  12, 141S, 1610E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  24, 152S, 1610E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  36, 163S, 1609E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  48, 169S, 1608E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  60, 167S, 1603E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  72, 166S, 1604E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020512, 74, JJGS,  84, 168S, 1610E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,   0, 115S, 1581E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  12, 132S, 1585E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  24, 133S, 1574E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  36, 145S, 1573E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  48, 146S, 1556E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  60, 155S, 1553E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  72, 150S, 1545E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  84, 155S, 1555E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG,  96, 155S, 1563E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG, 108, 165S, 1585E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 71, JNVG, 120, 174S, 1605E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,   0, 116S, 1595E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  12, 126S, 1595E,   5,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  24, 128S, 1585E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  36, 147S, 1586E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  48, 155S, 1581E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  60, 149S, 1565E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  72, 145S, 1559E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  84, 155S, 1559E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN,  96, 145S, 1561E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN, 108, 155S, 1575E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020518, 72, JAVN, 120, 165S, 1588E,   5,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 12, 2016020600, 01, CARQ, -24,  78S, 1583E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 01, CARQ, -18,  89S, 1583E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 01, CARQ, -12,  99S, 1583E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 01, CARQ,  -6, 110S, 1584E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 01, CARQ,   0, 124S, 1589E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIM,  12, 133S, 1592E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIM,  24, 141S, 1598E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIM,  36, 153S, 1601E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIM,  48, 164S, 1605E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIM,  72, 182S, 1610E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIP,  12, 145S, 1632E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIP,  24, 166S, 1641E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIP,  36, 184S, 1645E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIP,  48, 196S, 1637E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLIP,  72, 225S, 1635E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLSW,  12, 145S, 1599E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLSW,  24, 162S, 1609E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLSW,  36, 179S, 1616E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLSW,  48, 195S, 1625E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, CLSW,  72, 222S, 1628E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, FBAM,  12, 143S, 1585E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, FBAM,  24, 154S, 1571E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, FBAM,  36, 163S, 1561E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, FBAM,  48, 170S, 1555E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, FBAM,  72, 183S, 1560E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, HPAC,  12, 141S, 1594E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, HPAC,  24, 158S, 1599E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, HPAC,  36, 176S, 1604E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, HPAC,  48, 194S, 1609E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, HPAC,  72, 228S, 1618E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, MBAM,  12, 145S, 1586E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, MBAM,  24, 160S, 1575E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, MBAM,  36, 172S, 1567E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, MBAM,  48, 182S, 1563E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, MBAM,  72, 193S, 1571E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, RECR,  12, 138S, 1589E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, RECR,  24, 152S, 1594E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, RECR,  36, 164S, 1597E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, RECR,  48, 175S, 1595E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, RECR,  72, 191S, 1592E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, SBAM,  12, 146S, 1587E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, SBAM,  24, 163S, 1577E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, SBAM,  36, 176S, 1570E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, SBAM,  48, 186S, 1567E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, SBAM,  72, 195S, 1571E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 12, 2016020600, 03, ST5D,  12,   0N,    0E,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
