SH, 90, 2016041500, 74, JJGS,   0, 132S, 1725E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  12, 144S, 1725E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  24, 155S, 1729E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  36, 164S, 1738E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  48, 165S, 1756E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  60, 178S, 1784E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  72, 166S, 1792E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041500, 74, JJGS,  84, 163S, 1795E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 90, 2016041506, 01, CARQ, -18, 133S, 1739E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 01, CARQ, -12, 135S, 1740E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 01, CARQ,  -6, 137S, 1742E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 01, CARQ,   0, 139S, 1743E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIM,  12, 154S, 1766E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIM,  24, 162S, 1790E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIM,  36, 177S, 1759W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIM,  48, 202S, 1728W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIM,  72, 221S, 1679W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIP,  12, 146S, 1732E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIP,  24, 155S, 1724E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIP,  36, 169S, 1729E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIP,  48, 185S, 1730E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLIP,  72, 222S, 1755E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLSW,  12, 144S, 1746E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLSW,  24, 152S, 1749E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLSW,  36, 161S, 1754E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLSW,  48, 172S, 1759E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, CLSW,  72, 193S, 1767E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, FBAM,  12, 150S, 1748E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, FBAM,  24, 173S, 1764E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, FBAM,  36, 196S, 1790E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, FBAM,  48, 213S, 1777W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, FBAM,  72, 213S, 1714W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, HPAC,  12, 149S, 1756E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, HPAC,  24, 154S, 1769E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, HPAC,  36, 164S, 1796E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, HPAC,  48, 179S, 1787W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, HPAC,  72, 192S, 1759W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, MBAM,  12, 150S, 1747E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, MBAM,  24, 170S, 1758E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, MBAM,  36, 189S, 1774E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, MBAM,  48, 203S, 1791E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, MBAM,  72, 210S, 1788W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, RECR,  12, 149S, 1750E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, RECR,  24, 156S, 1755E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 90, 2016041506, 03, RECR,  36, 163S, 1761E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
