CP, 94, 2016100306, 01, CARQ, -24, 119N, 1738W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 94, 2016100306, 01, CARQ, -18, 130N, 1753W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 94, 2016100306, 01, CARQ, -12, 132N, 1763W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 290,  10,     INVEST,  , 
CP, 94, 2016100306, 01, CARQ,  -6, 137N, 1773W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 94, 2016100306, 01, CARQ,   0, 143N, 1778W,  25, 1008, LO,  34, NEQ,    0,    0,    0,    0, 1011,   90,  60,   0,   0,   C,   0,   X, 300,   9,     INVEST, S, 
CP, 94, 2016100306, 01, CARQ,   0, 143N, 1778W,  25, 1008, LO,  50, NEQ,    0,    0,    0,    0, 1011,   90,  60,   0,   0,   C,   0,   X, 300,   9,     INVEST, S, 
CP, 94, 2016100306, 01, CARQ,   0, 143N, 1778W,  25, 1008, LO,  64, NEQ,    0,    0,    0,    0, 1011,   90,  60,   0,   0,   C,   0,   X, 300,   9,     INVEST, S, 
CP, 94, 2016100306, 03, AC00,   0, 137N, 1774W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,   6, 141N, 1782W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  12, 148N, 1786W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  18, 154N, 1789W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  24, 161N, 1791W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  30, 168N, 1795W,  35, 1005, XX,  34, NEQ,   62,   69,    0,    0, 
CP, 94, 2016100306, 03, AC00,  36, 175N, 1799E,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  42, 180N, 1794E,  34, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  48, 187N, 1792E,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  54, 193N, 1788E,  36, 1004, XX,  34, NEQ,   82,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  60, 200N, 1783E,  36, 1003, XX,  34, NEQ,   76,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  66, 206N, 1775E,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  72, 211N, 1767E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  78, 215N, 1757E,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  84, 220N, 1749E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  90, 226N, 1741E,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00,  96, 230N, 1736E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 94, 2016100306, 03, AC00, 102, 233N, 1732E,  35, 1004, XX,  34, NEQ,   57,   50,    0,    0, 
CP, 94, 2016100306, 03, AC00, 108, 237N, 1728E,  35, 1003, XX,  34, NEQ,   69,   65,    0,    0, 
CP, 94, 2016100306, 03, AC00, 114, 239N, 1725E,  37, 1002, XX,  34, NEQ,   70,   58,    0,    0, 
CP, 94, 2016100306, 03, AC00, 120, 241N, 1722E,  40, 1001, XX,  34, NEQ,   77,   70,    0,   69, 
CP, 94, 2016100306, 03, AC00, 126, 241N, 1716E,  43, 1000, XX,  34, NEQ,   84,   79,    0,   71, 
CP, 94, 2016100306, 03, AC00, 132, 241N, 1709E,  44,  999, XX,  34, NEQ,   85,   62,    0,   77, 
CP, 94, 2016100306, 03, AC00, 138, 242N, 1701E,  45,  999, XX,  34, NEQ,   99,   87,    0,   83, 
CP, 94, 2016100306, 03, AC00, 144, 244N, 1694E,  46,  998, XX,  34, NEQ,  100,   94,    0,   82, 
CP, 94, 2016100306, 03, AC00, 150, 247N, 1683E,  45, 1001, XX,  34, NEQ,  106,   97,    0,   89, 
CP, 94, 2016100306, 03, AC00, 156, 251N, 1672E,  44, 1000, XX,  34, NEQ,  103,   74,    0,   93, 
CP, 94, 2016100306, 03, AC00, 162, 256N, 1661E,  45, 1001, XX,  34, NEQ,   98,   85,    0,   87, 
CP, 94, 2016100306, 03, AC00, 168, 263N, 1651E,  45, 1000, XX,  34, NEQ,  109,  102,    0,   75, 
CP, 94, 2016100306, 03, AC00, 174, 270N, 1643E,  42, 1000, XX,  34, NEQ,  120,  109,    0,   75, 
CP, 94, 2016100306, 03, AC00, 180, 279N, 1636E,  42, 1000, XX,  34, NEQ,  133,  129,    0,   78, 
CP, 94, 2016100306, 03, AC00, 186, 290N, 1634E,  43, 1000, XX,  34, NEQ,  126,  115,    0,   77, 
CP, 94, 2016100306, 03, AC00, 192, 302N, 1637E,  41,  999, XX,  34, NEQ,  105,  103,   76,    0, 
CP, 94, 2016100306, 03, AC00, 198, 311N, 1644E,  39, 1003, XX,  34, NEQ,  111,  129,    0,    0, 
CP, 94, 2016100306, 03, AC00, 204, 324N, 1656E,  38, 1002, XX,  34, NEQ,  102,  135,    0,    0, 
CP, 94, 2016100306, 03, AC00, 210, 339N, 1672E,  41, 1002, XX,  34, NEQ,  115,  147,    0,    0, 
CP, 94, 2016100306, 03, AC00, 216, 353N, 1696E,  42, 1000, XX,  34, NEQ,   93,  159,    0,    0, 
CP, 94, 2016100306, 03, AC00, 222, 364N, 1725E,  42, 1001, XX,  34, NEQ,    0,  175,  145,    0, 
CP, 94, 2016100306, 03, AC00, 228, 372N, 1755E,  40, 1002, XX,  34, NEQ,    0,  175,  160,    0, 
CP, 94, 2016100306, 03, AC00, 234, 377N, 1784E,  36, 1005, XX,  34, NEQ,    0,  140,    0,    0, 
CP, 94, 2016100306, 03, AC00, 240, 378N, 1785W,  34, 1008, XX,  34, NEQ,    0,    0,    0,  123, 
CP, 94, 2016100306, 03, AEMN,   0, 138N, 1774W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0,   32,    1,   3,   0,   0, 
CP, 94, 2016100306, 03, AEMN,   6, 142N, 1782W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0,   28,    1,   3,   0,   0, 
CP, 94, 2016100306, 03, AEMN,  12, 148N, 1788W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0,   27,    1,   3,   0,   0, 
CP, 94, 2016100306, 03, AEMN,  18, 153N, 1791W,  31, 1007, XX,  34, NEQ,    0,    0,    0,    0,   28,    1,   3,   0,   0, 
CP, 94, 2016100306, 03, AEMN,  24, 159N, 1793W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0,   34,    2,   3,   0,   0, 
CP, 94, 2016100306, 03, AEMN,  30, 167N, 1797W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0,   38,    2,   4,   0,   0, 
CP, 94, 2016100306, 03, AEMN,  36, 174N, 1798E,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0,   41,    2,   4,   0,   0, 
