WP, 99, 2016120112, 71, JNVG,   0,  25N, 1063E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 71, JNVG,  12,  25N, 1055E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 71, JNVG,  24,  27N, 1045E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 71, JNVG,  36,  37N, 1036E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,   0,  35N, 1052E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  12,  35N, 1048E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  24,  25N, 1054E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  36,  38N, 1036E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  48,  62N, 1006E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  60,  49N,  988E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  72,  53N,  992E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  84,  44N,  990E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 72, JAVN,  96,  50N,  996E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,   0,  35N, 1045E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,  12,  45N, 1040E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,  24,  31N, 1035E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,  36,  54N,  992E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,  48,  29N,  967E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,  60,  39N,  997E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120112, 74, JJGS,  72,  53N,  991E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 99, 2016120118, 01, CARQ, -18,  24N, 1049E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 01, CARQ, -12,  27N, 1042E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 01, CARQ,  -6,  30N, 1036E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 01, CARQ,   0,  33N, 1028E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 03, C120,  12,  37N, 1014E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 03, C120,  24,  39N,  998E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 03, C120,  36,  39N,  987E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 03, C120,  48,  40N,  976E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 99, 2016120118, 03, C120,  60,  42N,  965E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
