SH, 99, 2016041000, 72, JAVN,   0, 123S,  754E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  12, 124S,  745E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  24, 124S,  726E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  36, 135S,  709E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  48, 135S,  691E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  60, 135S,  673E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  72, 135S,  658E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  84, 135S,  646E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN,  96, 134S,  633E,  50,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN, 108, 133S,  616E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 72, JAVN, 120, 125S,  613E,  60,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,   0, 112S,  745E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,  12, 115S,  732E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,  24, 116S,  715E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,  36, 127S,  705E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,  48, 134S,  687E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,  60, 134S,  683E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 99, 2016041000, 74, JJGS,  72, 134S,  673E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
