IO, 94, 2016062800, 74, JJGS,   0, 186N,  852E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  12, 163N,  833E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  24, 168N,  816E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  36, 169N,  831E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  48, 171N,  837E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  60, 167N,  840E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  72, 163N,  842E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062800, 74, JJGS,  84, 161N,  843E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062806, 01, CARQ, -18, 176N,  865E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 01, CARQ, -12, 179N,  860E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 01, CARQ,  -6, 182N,  854E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 01, CARQ,   0, 187N,  851E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIM,  12, 193N,  839E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIM,  24, 201N,  827E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIM,  36, 210N,  816E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIM,  48, 217N,  809E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIM,  72, 229N,  794E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIP,  12, 197N,  842E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIP,  24, 206N,  833E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIP,  36, 214N,  819E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIP,  48, 224N,  808E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, CLIP,  72, 237N,  786E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, FBAM,  12, 196N,  833E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, FBAM,  24, 207N,  800E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, FBAM,  36, 216N,  766E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, FBAM,  48, 225N,  736E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, FBAM,  72, 243N,  683E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, HPAC,  12, 194N,  841E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, HPAC,  24, 202N,  830E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, HPAC,  36, 210N,  820E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, HPAC,  48, 218N,  812E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, HPAC,  72, 232N,  795E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, MBAM,  12, 196N,  840E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, MBAM,  24, 207N,  818E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, MBAM,  36, 215N,  795E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, MBAM,  48, 220N,  776E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, MBAM,  72, 220N,  759E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, RECR,  12, 194N,  844E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, RECR,  24, 204N,  845E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, RECR,  36, 213N,  846E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, RECR,  48, 220N,  846E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, RECR,  72, 242N,  860E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, SBAM,  12, 196N,  841E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, SBAM,  24, 206N,  822E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, SBAM,  36, 215N,  801E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, SBAM,  48, 220N,  785E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, SBAM,  72, 220N,  771E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  12,   0N,    0E,  16,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  24,   0N,    0E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  36,   0N,    0E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  48,   0N,    0E,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  60,   0N,    0E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  72,   0N,    0E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  84,   0N,    0E,  34,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D,  96,   0N,    0E,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D, 108,   0N,    0E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, ST5D, 120,   0N,    0E,  56,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, STRT,  12, 190N,  842E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, STRT,  24, 200N,  838E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, STRT,  36, 211N,  833E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, STRT,  48, 221N,  828E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, STRT,  72, 235N,  810E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  12, 195N,  842E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  24, 203N,  833E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  36, 211N,  824E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  48, 219N,  815E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  60, 227N,  805E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  72, 235N,  796E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  84, 243N,  787E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP,  96, 251N,  777E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP, 108, 259N,  768E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 03, XTRP, 120, 267N,  758E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 94, 2016062806, 71, JNVG,   0, 184N,  854E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 94, 2016062806, 71, JNVG,  12, 182N,  837E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
