EP, 72, 2016070700,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070706,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070712,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070718,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070800,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070806,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070812,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070818,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070900,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070906,   , BEST,   0, 120N, 1050W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070912,   , BEST,   0, 110N, 1016W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016070918,   , BEST,   0, 113N, 1027W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016071000,   , BEST,   0, 117N, 1039W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016071006,   , BEST,   0, 120N, 1050W,  20, 1010, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS011,  ,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 72, 2016071012,   , BEST,   0, 123N, 1060W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1012,  120,  70,   0,   0,   E,   0,    ,   0,   0, GENESIS011, S,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
