CP, 92, 2016082912, 01, CARQ, -24, 125N, 1589W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 92, 2016082912, 01, CARQ, -18, 130N, 1588W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 92, 2016082912, 01, CARQ, -12, 136N, 1591W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 354,   5,     INVEST,  , 
CP, 92, 2016082912, 01, CARQ,  -6, 140N, 1589W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 92, 2016082912, 01, CARQ,   0, 143N, 1600W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1011,  110,  60,   0,   0,   C,   0,   X, 320,   6,     INVEST, S, 
CP, 92, 2016082912, 01, CARQ,   0, 143N, 1600W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1011,  110,  60,   0,   0,   C,   0,   X, 320,   6,     INVEST, S, 
CP, 92, 2016082912, 01, CARQ,   0, 143N, 1600W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1011,  110,  60,   0,   0,   C,   0,   X, 320,   6,     INVEST, S, 
CP, 92, 2016082912, 03,  CMC,   0, 140N, 1599W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,   6, 140N, 1600W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  12, 144N, 1602W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  18, 145N, 1606W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  24, 146N, 1611W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  30, 148N, 1619W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  36, 150N, 1622W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  42, 151N, 1630W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  48, 153N, 1637W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  54, 153N, 1644W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  60, 152N, 1652W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  66, 149N, 1660W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  72, 150N, 1668W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  78, 150N, 1670W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  84, 153N, 1677W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2016082912, 03,  CMC,  90, 153N, 1682W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
