WP, 01, 2018010112, 01, CARQ, -24,  86N, 1338E,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   W,   0,   X,   0,   0,     INVEST,  , 
WP, 01, 2018010112, 01, CARQ, -18,  88N, 1310E,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   W,   0,   X,   0,   0,     INVEST,  , 
WP, 01, 2018010112, 01, CARQ, -12,  89N, 1297E,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   W,   0,   X, 276,  14,     INVEST,  , 
WP, 01, 2018010112, 01, CARQ,  -6,  91N, 1282E,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   W,   0,   X,   0,   0,     INVEST,  , 
WP, 01, 2018010112, 01, CARQ,   0,  91N, 1269E,  20, 1008, DB,  34, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   W,   0,   X, 275,  14,     INVEST, S, 
WP, 01, 2018010112, 01, CARQ,   0,  91N, 1269E,  20, 1008, DB,  50, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   W,   0,   X, 275,  14,     INVEST, S, 
WP, 01, 2018010112, 01, CARQ,   0,  91N, 1269E,  20, 1008, DB,  64, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   W,   0,   X, 275,  14,     INVEST, S, 
WP, 01, 2018010112, 03, AEMN,   0,  89N, 1266E,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,   6,  89N, 1242E,  32, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  12,  87N, 1221E,  35, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  18,  88N, 1201E,  40,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  24,  89N, 1183E,  43,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  30,  93N, 1163E,  46,  996, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  36,  98N, 1146E,  47,  995, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  42, 104N, 1131E,  46,  992, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  48, 109N, 1121E,  44,  995, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  54, 113N, 1112E,  41,  997, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  60, 117N, 1107E,  39,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  66, 123N, 1103E,  34, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  72, 127N, 1101E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  78, 131N, 1099E,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  84, 136N, 1097E,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  90, 142N, 1094E,  22, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN,  96, 147N, 1093E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN, 102, 155N, 1096E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN, 108, 163N, 1100E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN, 114, 175N, 1109E,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN, 120, 180N, 1113E,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN, 126, 185N, 1113E,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AEMN, 132, 192N, 1111E,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AFUM,   0,  81N, 1262E,  35, 1006, XX,  34, NEQ,    0,    0,    0,  283,    0,    0, 279,   0,   0, 
WP, 01, 2018010112, 03, AFUM,   6,  92N, 1242E,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0,    0,    0, 244,   0,   0, 
WP, 01, 2018010112, 03, AFUM,  12,  95N, 1228E,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0,    0,    0, 182,   0,   0, 
WP, 01, 2018010112, 03, AFUM,  18,  90N, 1205E,  34, 1003, XX,  34, NEQ,    0,    0,    0,  132,    0,    0, 133,   0,   0, 
WP, 01, 2018010112, 03, AVNO,   0,  89N, 1264E,  31, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2018010112, 03, AVNO,   6,  87N, 1239E,  42,  999, XX,  34, NEQ,   38,    0,    0,   33, 
WP, 01, 2018010112, 03, AVNO,  12,  86N, 1219E,  49,  995, XX,  34, NEQ,  114,   39,    0,  205, 
WP, 01, 2018010112, 03, AVNO,  18,  89N, 1200E,  60,  987, XX,  34, NEQ,  219,   36,   25,  140, 
WP, 01, 2018010112, 03, AVNO,  18,  89N, 1200E,  60,  987, XX,  50, NEQ,   53,    0,    0,   51, 
WP, 01, 2018010112, 03, AVNO,  24,  92N, 1178E,  55,  989, XX,  34, NEQ,  303,    0,   34,  199, 
WP, 01, 2018010112, 03, AVNO,  24,  92N, 1178E,  55,  989, XX,  50, NEQ,    0,    0,    0,   39, 
WP, 01, 2018010112, 03, AVNO,  30,  96N, 1161E,  60,  990, XX,  34, NEQ,  114,   56,   39,  116, 
WP, 01, 2018010112, 03, AVNO,  30,  96N, 1161E,  60,  990, XX,  50, NEQ,   41,    0,    0,   27, 
WP, 01, 2018010112, 03, AVNO,  36, 100N, 1141E,  70,  979, XX,  34, NEQ,  100,   42,   51,  104, 
WP, 01, 2018010112, 03, AVNO,  36, 100N, 1141E,  70,  979, XX,  50, NEQ,   46,   28,   23,   49, 
WP, 01, 2018010112, 03, AVNO,  36, 100N, 1141E,  70,  979, XX,  64, NEQ,    0,    0,    0,   36, 
WP, 01, 2018010112, 03, AVNO,  42, 106N, 1128E,  54,  985, XX,  34, NEQ,   86,   50,   60,  135, 
WP, 01, 2018010112, 03, AVNO,  42, 106N, 1128E,  54,  985, XX,  50, NEQ,   27,    0,   29,   32, 
WP, 01, 2018010112, 03, AVNO,  48, 113N, 1116E,  63,  985, XX,  34, NEQ,   89,   52,   92,  118, 
WP, 01, 2018010112, 03, AVNO,  48, 113N, 1116E,  63,  985, XX,  50, NEQ,   49,    0,   29,   43, 
WP, 01, 2018010112, 03, AVNO,  54, 117N, 1107E,  53,  988, XX,  34, NEQ,   70,   58,   74,   75, 
WP, 01, 2018010112, 03, AVNO,  54, 117N, 1107E,  53,  988, XX,  50, NEQ,   31,    0,   36,   24, 
WP, 01, 2018010112, 03, AVNO,  60, 120N, 1105E,  47,  994, XX,  34, NEQ,   69,   54,   52,  120, 
WP, 01, 2018010112, 03, AVNO,  66, 127N, 1101E,  47,  992, XX,  34, NEQ,   53,   45,   37,   56, 
WP, 01, 2018010112, 03, AVNO,  72, 133N, 1099E,  41,  998, XX,  34, NEQ,   39,   46,    0,   38, 
WP, 01, 2018010112, 03, AVNO,  78, 139N, 1098E,  41, 1000, XX,  34, NEQ,   29,   33,    0,   31, 
