AL, 95, 2018102406, 01, CARQ, -24, 190N,  468W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 95, 2018102406, 01, CARQ, -18, 190N,  473W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 95, 2018102406, 01, CARQ, -12, 190N,  478W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,   5,     INVEST,  , 
AL, 95, 2018102406, 01, CARQ,  -6, 190N,  483W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 95, 2018102406, 01, CARQ,   0, 190N,  487W,  25, 1012, LO,  34, NEQ,    0,    0,    0,    0, 1015,  180, 100,   0,   0,   L,   0,   X, 270,   4,     INVEST, S, 
AL, 95, 2018102406, 01, CARQ,   0, 190N,  487W,  25, 1012, LO,  50, NEQ,    0,    0,    0,    0, 1015,  180, 100,   0,   0,   L,   0,   X, 270,   4,     INVEST, S, 
AL, 95, 2018102406, 01, CARQ,   0, 190N,  487W,  25, 1012, LO,  64, NEQ,    0,    0,    0,    0, 1015,  180, 100,   0,   0,   L,   0,   X, 270,   4,     INVEST, S, 
AL, 95, 2018102406, 03, AC00,   0, 191N,  490W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,   6, 196N,  490W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  12, 201N,  490W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  18, 205N,  490W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  24, 210N,  486W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  30, 216N,  483W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  36, 227N,  479W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  42, 238N,  474W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  48, 247N,  470W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  54, 257N,  468W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  60, 269N,  470W,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  66, 279N,  478W,  34, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  72, 286N,  488W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  78, 286N,  499W,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  84, 286N,  512W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  90, 281N,  525W,  31, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00,  96, 275N,  539W,  33, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 102, 270N,  554W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 108, 265N,  566W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 114, 261N,  576W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 120, 256N,  587W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 126, 254N,  598W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 132, 255N,  610W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 138, 256N,  619W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 144, 259N,  627W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 150, 268N,  632W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 156, 280N,  629W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 162, 290N,  619W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 168, 297N,  612W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 95, 2018102406, 03, AC00, 174, 304N,  597W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
