WP, 27, 2018090600, 03, ECMF,   0, 128N, 1202E,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,   6, 128N, 1198E,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  12, 128N, 1206E,  23, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  18, 137N, 1218E,  23, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  24, 147N, 1221E,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  30, 157N, 1222E,  27, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  36, 162N, 1224E,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  42, 173N, 1229E,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  48, 185N, 1231E,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  54, 190N, 1232E,  22, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  60, 193N, 1236E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  66, 201N, 1231E,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  72, 207N, 1233E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  78, 210N, 1231E,  32, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  84, 210N, 1226E,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  90, 211N, 1219E,  33, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF,  96, 210N, 1212E,  35, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 102, 208N, 1207E,  43,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 108, 208N, 1200E,  46,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 114, 209N, 1189E,  52,  996, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 120, 209N, 1181E,  64,  990, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 126, 209N, 1174E,  64,  981, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 132, 209N, 1166E,  67,  984, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 138, 208N, 1155E,  57,  984, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 144, 206N, 1146E,  63,  980, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 150, 204N, 1138E,  62,  975, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 156, 202N, 1129E,  68,  974, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 162, 200N, 1118E,  69,  973, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 168, 200N, 1108E,  72,  972, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 174, 201N, 1097E,  65,  979, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 180, 200N, 1084E,  62,  978, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 186, 201N, 1070E,  70,  977, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 192, 203N, 1058E,  39,  988, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 198, 204N, 1044E,  18, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 204, 218N, 1008E,  14, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, ECMF, 210, 211N, 1003E,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,   0, 126N, 1197E,  31, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,   6, 128N, 1200E,  29, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  12, 133N, 1206E,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  18, 141N, 1213E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  24, 152N, 1217E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  30, 161N, 1217E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  36, 172N, 1222E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  42, 181N, 1223E,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  48, 191N, 1223E,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  54, 197N, 1224E,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  60, 201N, 1225E,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  66, 206N, 1225E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  72, 210N, 1225E,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  78, 213N, 1223E,  34, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  84, 214N, 1221E,  35, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  90, 215N, 1215E,  35, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN,  96, 215N, 1209E,  36, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 102, 216N, 1202E,  36, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 108, 216N, 1197E,  37, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 114, 218N, 1190E,  35, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 120, 220N, 1183E,  36, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 126, 219N, 1177E,  36,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 132, 221N, 1173E,  36, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 138, 220N, 1163E,  34,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 144, 225N, 1160E,  34,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 150, 228N, 1154E,  34,  997, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 156, 230N, 1148E,  33,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 162, 227N, 1134E,  34,  996, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 168, 225N, 1123E,  32,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 174, 227N, 1115E,  31,  997, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 180, 219N, 1096E,  33,  996, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 186, 226N, 1089E,  31,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 192, 222N, 1074E,  26, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 198, 216N, 1061E,  24,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 27, 2018090600, 03, EEMN, 204, 237N, 1079E,  19, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
