CP, 93, 2018072518, 01, CARQ, -24, 100N, 1381W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 93, 2018072518, 01, CARQ, -18,  96N, 1393W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 93, 2018072518, 01, CARQ, -12,  93N, 1405W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 259,  13,     INVEST,  , 
CP, 93, 2018072518, 01, CARQ,  -6,  91N, 1418W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 93, 2018072518, 01, CARQ,   0,  86N, 1429W,  25, 1010, LO,  34, NEQ,    0,    0,    0,    0, 1011,  100,  80,   0,   0,   C,   0,   X, 255,  12,     INVEST, S, 
CP, 93, 2018072518, 01, CARQ,   0,  86N, 1429W,  25, 1010, LO,  50, NEQ,    0,    0,    0,    0, 1011,  100,  80,   0,   0,   C,   0,   X, 255,  12,     INVEST, S, 
CP, 93, 2018072518, 01, CARQ,   0,  86N, 1429W,  25, 1010, LO,  64, NEQ,    0,    0,    0,    0, 1011,  100,  80,   0,   0,   C,   0,   X, 255,  12,     INVEST, S, 
CP, 93, 2018072518, 03, AC00,   0,  78N, 1435W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,   6,  77N, 1449W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  12,  86N, 1454W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  18, 108N, 1466W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  24, 115N, 1481W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  30, 114N, 1497W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  36, 114N, 1518W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  42, 109N, 1534W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  48, 112N, 1555W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  54, 108N, 1574W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AC00,  60, 106N, 1593W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,   0,  79N, 1434W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,   6,  81N, 1444W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  12,  89N, 1455W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  18,  99N, 1463W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  24, 107N, 1478W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  30, 109N, 1494W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  36, 111N, 1515W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  42, 109N, 1533W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  48, 111N, 1552W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  54, 112N, 1569W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  60, 114N, 1586W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 93, 2018072518, 03, AEMN,  66, 115N, 1602W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
