WP, 06, 2008052500,   , BEST,   0,  79N, 1449E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 06, 2008052506,   , BEST,   0,  81N, 1441E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 06, 2008052512,   , BEST,   0,  84N, 1430E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 06, 2008052518,   , BEST,   0,  87N, 1423E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 06, 2008052600,   , BEST,   0,  93N, 1414E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 06, 2008052606,   , BEST,   0, 103N, 1405E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 06, 2008052612,   , BEST,   0, 116N, 1395E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 06, 2008052618,   , BEST,   0, 127N, 1388E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  170,  35,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 06, 2008052700,   , BEST,   0, 135N, 1382E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  170,  30,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 06, 2008052706,   , BEST,   0, 140N, 1377E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1008,  175,  30,   0,   0,   W,   0,    ,   0,   0,      NAKRI, S, 
WP, 06, 2008052712,   , BEST,   0, 144N, 1374E,  40,  993, TS,  34, NEQ,   35,   30,   25,   30, 1007,  170,  25,   0,   0,   W,   0,    ,   0,   0,      NAKRI, M, 
WP, 06, 2008052718,   , BEST,   0, 149N, 1372E,  45,  989, TS,  34, NEQ,   50,   40,   40,   45, 1010,  170,  25,   0,   0,   W,   0,    ,   0,   0,      NAKRI, M, 
WP, 06, 2008052800,   , BEST,   0, 154N, 1371E,  55,  982, TS,  34, NEQ,   65,   55,   55,   60, 1010,  170,  25,   0,   0,   W,   0,    ,   0,   0,      NAKRI, M, 
WP, 06, 2008052800,   , BEST,   0, 154N, 1371E,  55,  982, TS,  50, NEQ,   30,   30,   30,   30, 1010,  170,  25,   0,   0,   W,   0,    ,   0,   0,      NAKRI, M, 
WP, 06, 2008052806,   , BEST,   0, 157N, 1369E,  55,  982, TS,  34, NEQ,   65,   55,   55,   60, 1010,  170,  20,   0,   0,   W,   0,    ,   0,   0,      NAKRI, M, 
WP, 06, 2008052806,   , BEST,   0, 157N, 1369E,  55,  982, TS,  50, NEQ,   30,   30,   30,   30, 1010,  170,  20,   0,   0,   W,   0,    ,   0,   0,      NAKRI, M, 
