WP, 14, 2008081200, 03, NGPS,   0, 283N, 1271E,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,   6, 283N, 1278E,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  12, 290N, 1280E,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  18, 294N, 1282E,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  24, 299N, 1285E,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  30, 305N, 1283E,  16, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  36, 312N, 1281E,  15, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  42, 321N, 1284E,  17, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  48, 331N, 1287E,  14, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  54, 343N, 1285E,  11, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  60, 350N, 1296E,  12, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  66, 360N, 1304E,  21, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  72, 370N, 1315E,  22,  999, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  78, 375N, 1336E,  26,  998, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  84, 378N, 1347E,  34,  999, XX,  34, NEQ,   18,    0,    0,    0, 
WP, 14, 2008081200, 03, NGPS,  90, 378N, 1362E,  31, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
