WP, 10, 2008080212, 71, JNGP,   0, 164N, 1244E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  12, 175N, 1232E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  24, 184N, 1236E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  36, 195N, 1239E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  48, 195N, 1253E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  60, 206N, 1258E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  72, 195N, 1271E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  84, 205N, 1287E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP,  96, 194N, 1297E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP, 108, 209N, 1325E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 71, JNGP, 120, 241N, 1325E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,   0, 165N, 1229E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,  12, 171N, 1240E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,  24, 198N, 1254E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,  36, 214N, 1233E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,  48, 223N, 1223E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,  60, 212N, 1264E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080212, 74, JJGS,  72, 210N, 1269E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 10, 2008080218, 01, CARQ, -18, 164N, 1241E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 01, CARQ, -12, 166N, 1237E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 01, CARQ,  -6, 168N, 1233E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 01, CARQ,   0, 170N, 1230E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  12, 174N, 1225E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  24, 179N, 1220E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  36, 185N, 1215E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  48, 191N, 1210E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  60, 199N, 1206E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  72, 207N, 1203E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  84, 215N, 1201E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120,  96, 224N, 1200E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120, 108, 233N, 1200E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, C120, 120, 242N, 1200E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIM,  12, 180N, 1214E,   9,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIM,  24, 190N, 1199E,  11,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIM,  36, 199N, 1182E,  12,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIM,  48, 209N, 1169E,   9,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIM,  72, 230N, 1162E,   1,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIP,  12, 176N, 1222E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIP,  24, 182N, 1214E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIP,  36, 187N, 1206E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 10, 2008080218, 03, CLIP,  48, 193N, 1200E,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
