WP, 13, 2008081600, 71, JNGP,   0, 135N, 1452E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  12, 144N, 1445E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  24, 155N, 1422E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  36, 165N, 1397E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  48, 175N, 1374E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  60, 182N, 1355E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  72, 188N, 1335E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  84, 194N, 1325E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP,  96, 197N, 1315E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP, 108, 197N, 1315E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 71, JNGP, 120, 205N, 1309E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 72, JAVN,   0, 129N, 1455E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081600, 72, JAVN,  12, 136N, 1454E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, FBAM,  12, 128N, 1417E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, FBAM,  24, 129N, 1390E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, FBAM,  36, 131N, 1363E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, FBAM,  48, 134N, 1338E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, FBAM,  72, 141N, 1294E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, MBAM,  12, 129N, 1419E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, MBAM,  24, 135N, 1398E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, MBAM,  36, 142N, 1378E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, MBAM,  48, 151N, 1359E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, MBAM,  72, 170N, 1329E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, SBAM,  12, 130N, 1420E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, SBAM,  24, 137N, 1400E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, SBAM,  36, 146N, 1380E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, SBAM,  48, 156N, 1362E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 03, SBAM,  72, 176N, 1330E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,   0, 135N, 1441E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  12, 146N, 1433E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  24, 162N, 1415E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  36, 166N, 1385E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  48, 181N, 1365E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  60, 185N, 1343E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  72, 196N, 1324E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  84, 202N, 1305E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP,  96, 206N, 1305E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP, 108, 213N, 1295E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 71, JNGP, 120, 222N, 1295E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,   0, 134N, 1437E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  12, 135N, 1431E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  24, 145N, 1418E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  36, 154N, 1395E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  48, 165N, 1368E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  60, 145N, 1325E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  72, 163N, 1316E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  84, 152N, 1285E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN,  96, 174N, 1298E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN, 108, 173N, 1275E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081606, 72, JAVN, 120, 163N, 1278E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, FBAM,  12, 124N, 1420E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, FBAM,  24, 125N, 1393E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, FBAM,  36, 127N, 1366E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, FBAM,  48, 130N, 1342E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, FBAM,  72, 135N, 1303E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, MBAM,  12, 126N, 1423E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, MBAM,  24, 134N, 1403E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, MBAM,  36, 144N, 1383E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 13, 2008081612, 03, MBAM,  48, 155N, 1366E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
