AL, 01, 2008053100, 01, CARQ, -24, 169N,  863W,  25,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 01, 2008053100, 01, CARQ, -18, 169N,  866W,  25,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 01, 2008053100, 01, CARQ, -12, 169N,  869W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,   3, 
AL, 01, 2008053100, 01, CARQ,  -6, 169N,  872W,  25,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 01, 2008053100, 01, CARQ,   0, 169N,  875W,  30, 1005, LO,  34, NEQ,    0,    0,    0,    0, 1011,  250,  75,   0,   0,   L,   0,   X, 270,   3,     INVEST, M, 
AL, 01, 2008053100, 01, CARQ,   0, 169N,  875W,  30, 1005, LO,  50, NEQ,    0,    0,    0,    0, 1011,  250,  75,   0,   0,   L,   0,   X, 270,   3,     INVEST, M, 
AL, 01, 2008053100, 01, CARQ,   0, 169N,  875W,  30, 1005, LO,  64, NEQ,    0,    0,    0,    0, 1011,  250,  75,   0,   0,   L,   0,   X, 270,   3,     INVEST, M, 
AL, 01, 2008053100, 03,  ETA,   0, 167N,  879W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,   6, 168N,  881W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  12, 174N,  896W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  18, 176N,  904W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  24, 181N,  910W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  30, 181N,  919W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  36, 180N,  930W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  42, 179N,  933W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  48, 177N,  934W,  21, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  ETA,  54, 168N,  935W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,   0, 167N,  881W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,   6, 173N,  887W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  12, 180N,  899W,  14, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  18, 189N,  905W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  24, 199N,  902W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  30, 209N,  919W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  36, 215N,  926W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  42, 217N,  929W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03,  NGM,  48, 218N,  931W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,   0, 171N,  871W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,   6, 179N,  880W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  12, 183N,  886W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  18, 189N,  893W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  24, 190N,  899W,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  30, 188N,  903W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  36, 187N,  913W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  42, 184N,  917W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  48, 186N,  918W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  54, 181N,  921W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  60, 178N,  923W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  66, 174N,  919W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AC00,  72, 177N,  912W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,   0, 170N,  872W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,   6, 178N,  880W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  12, 183N,  886W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  18, 187N,  894W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  24, 189N,  900W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  30, 188N,  906W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  36, 187N,  913W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  42, 184N,  915W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  48, 185N,  917W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  54, 182N,  920W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  60, 180N,  921W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  66, 179N,  919W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  72, 182N,  919W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  78, 180N,  918W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  84, 179N,  917W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  90, 180N,  916W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN,  96, 182N,  915W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AEMN, 102, 188N,  915W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,   0, 170N,  870W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,   6, 176N,  879W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  12, 180N,  884W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  18, 182N,  891W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  24, 188N,  898W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  30, 187N,  901W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  36, 185N,  909W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  42, 182N,  914W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  48, 181N,  916W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP01,  54, 174N,  912W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2008053100, 03, AP02,   0, 171N,  871W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
