WP, 17, 2008091200, 71, JNGP,   0, 255N, 1446E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 71, JNGP,  12, 286N, 1445E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 71, JNGP,  24, 305N, 1441E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 71, JNGP,  36, 352N, 1445E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 71, JNGP,  48, 354N, 1459E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,   0, 243N, 1454E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,  12, 257N, 1455E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,  24, 285N, 1450E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,  36, 305N, 1443E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,  48, 329N, 1455E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,  60, 364N, 1487E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091200, 74, JJGS,  72, 395N, 1550E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 17, 2008091206, 03, FBAF,  12, 288N, 1437E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 17, 2008091206, 03, FBAF,  24, 301N, 1431E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 17, 2008091206, 03, FBAF,  36, 312N, 1439E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 17, 2008091206, 03, FBAF,  48, 320N, 1463E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 17, 2008091206, 03, FBAF,  72, 317N, 1503E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
