CP, 03, 2009101512,   , BEST,   0, 123N, 1303W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 
CP, 03, 2009101518,   , BEST,   0, 123N, 1317W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 
CP, 03, 2009101600,   , BEST,   0, 119N, 1327W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 
CP, 03, 2009101606,   , BEST,   0, 116N, 1342W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 
CP, 03, 2009101612,   , BEST,   0, 113N, 1360W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, D, 
CP, 03, 2009101618,   , BEST,   0, 112N, 1376W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101700,   , BEST,   0, 113N, 1398W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101706,   , BEST,   0, 113N, 1414W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101712,   , BEST,   0,  94N, 1496W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101718,   , BEST,   0,  93N, 1502W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101800,   , BEST,   0,  92N, 1509W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101806,   , BEST,   0,  90N, 1520W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  60,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101812,   , BEST,   0,  87N, 1531W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  65,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 03, 2009101818,   , BEST,   0,  86N, 1548W,  25, 1008, TD,   0,    ,    0,    0,    0,    0, 1009,  180,  65,  35,   0,   C,   0,    ,   0,   0,      THREE, D, 
CP, 03, 2009101900,   , BEST,   0,  86N, 1565W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1008,  180,  75,  40,   0,   C,   0,    ,   0,   0,      THREE, D, 
CP, 03, 2009101906,   , BEST,   0,  87N, 1568W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  225,  75,  40,   0,   C,   0,    ,   0,   0,      THREE, M, 
CP, 03, 2009101912,   , BEST,   0,  94N, 1580W,  35, 1006, TS,  34, NEQ,   50,   50,    0,   45, 1009,  200,  45,  45,   0,   C,   0,    ,   0,   0,       NEKI, M, 
CP, 03, 2009101918,   , BEST,   0, 103N, 1591W,  35, 1006, TS,  34, NEQ,   50,   50,    0,   45, 1009,  200,  45,  45,   0,   C,   0,    ,   0,   0,       NEKI, M, 
CP, 03, 2009102000,   , BEST,   0, 111N, 1604W,  35, 1006, TS,  34, NEQ,   60,   45,    0,   60, 1010,  220,  50,  45,   0,   C,   0,    ,   0,   0,       NEKI, M, 12, NEQ,  50,  50,   0,  45
CP, 03, 2009102006,   , BEST,   0, 119N, 1617W,  40, 1005, TS,  34, NEQ,   60,   45,    0,   70, 1008,  100,  50,  55,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ,  60,  45,   0,  60
CP, 03, 2009102012,   , BEST,   0, 128N, 1628W,  55, 1003, TS,  34, NEQ,   75,   45,   35,   70, 1008,  100,  35,  65,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ,  75,  45,  35,  70
CP, 03, 2009102012,   , BEST,   0, 128N, 1628W,  55, 1003, TS,  50, NEQ,   35,   20,   15,   35, 1008,  100,  35,  65,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ,  75,  45,  35,  70
CP, 03, 2009102018,   , BEST,   0, 139N, 1637W,  60, 1000, TS,  34, NEQ,   80,   50,   40,   75, 1006,  100,  40,  75,   0,   C,   0,    ,   0,   0,       NEKI, D, 
CP, 03, 2009102018,   , BEST,   0, 139N, 1637W,  60, 1000, TS,  50, NEQ,   50,   35,   20,   40, 1006,  100,  40,  75,   0,   C,   0,    ,   0,   0,       NEKI, D, 
CP, 03, 2009102100,   , BEST,   0, 150N, 1648W,  65,  992, HU,  34, NEQ,   85,   55,   45,   80, 1000,   75,  25,  80,   0,   C,   0,    ,   0,   0,       NEKI, D, 
CP, 03, 2009102100,   , BEST,   0, 150N, 1648W,  65,  992, HU,  50, NEQ,   55,   40,   25,   45, 1000,   75,  25,  80,   0,   C,   0,    ,   0,   0,       NEKI, D, 
CP, 03, 2009102100,   , BEST,   0, 150N, 1648W,  65,  992, HU,  64, NEQ,   25,    0,    0,   20, 1000,   75,  25,  80,   0,   C,   0,    ,   0,   0,       NEKI, D, 
CP, 03, 2009102106,   , BEST,   0, 159N, 1657W,  75,  985, HU,  34, NEQ,  200,  150,   50,   75, 1008,  200,  25,  90,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ,  85,  55,  45,  80
CP, 03, 2009102106,   , BEST,   0, 159N, 1657W,  75,  985, HU,  50, NEQ,   50,   35,   25,   30, 1008,  200,  25,  90,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ,  85,  55,  45,  80
CP, 03, 2009102106,   , BEST,   0, 159N, 1657W,  75,  985, HU,  64, NEQ,   25,   15,    5,   10, 1008,  200,  25,  90,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ,  85,  55,  45,  80
CP, 03, 2009102112,   , BEST,   0, 166N, 1664W,  90,  975, HU,  34, NEQ,  220,  160,   70,   90, 1010,  240,  25, 105,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102112,   , BEST,   0, 166N, 1664W,  90,  975, HU,  50, NEQ,   60,   40,   30,   35, 1010,  240,  25, 105,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102112,   , BEST,   0, 166N, 1664W,  90,  975, HU,  64, NEQ,   30,   20,   10,   15, 1010,  240,  25, 105,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102118,   , BEST,   0, 176N, 1666W, 100,  960, HU,  34, NEQ,  220,  160,   70,   90, 1010,  240,  25, 120,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102118,   , BEST,   0, 176N, 1666W, 100,  960, HU,  50, NEQ,   65,   45,   35,   40, 1010,  240,  25, 120,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102118,   , BEST,   0, 176N, 1666W, 100,  960, HU,  64, NEQ,   35,   25,   15,   25, 1010,  240,  25, 120,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102200,   , BEST,   0, 183N, 1667W, 105,  956, HU,  34, NEQ,  220,  165,   85,  100, 1010,  250,  25, 130,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102200,   , BEST,   0, 183N, 1667W, 105,  956, HU,  50, NEQ,   80,   60,   50,   60, 1010,  250,  25, 130,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102200,   , BEST,   0, 183N, 1667W, 105,  956, HU,  64, NEQ,   55,   45,   40,   40, 1010,  250,  25, 130,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 160,  70,  90
CP, 03, 2009102206,   , BEST,   0, 190N, 1667W, 105,  956, HU,  34, NEQ,  220,  165,   85,  100, 1010,  250,  25, 130,   0,   C,   0,    ,   0,   0,       NEKI, D, 12, NEQ, 220, 165,  70,  90
