WP, 01, 2009042718, 72, JAVN,   0, 168N, 1245E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  12, 166N, 1245E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  24, 163N, 1245E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  36, 161N, 1245E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  48, 154N, 1245E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  60, 145N, 1244E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  72, 138N, 1235E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  84, 135N, 1238E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN,  96, 134N, 1244E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN, 108, 145N, 1246E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042718, 72, JAVN, 120, 155N, 1245E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 01, 2009042800, 01, CARQ, -12, 151N, 1236E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 01, CARQ,  -6, 153N, 1236E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 01, CARQ,   0, 156N, 1236E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  12, 161N, 1236E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  24, 167N, 1234E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  36, 174N, 1232E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  48, 181N, 1230E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  60, 189N, 1228E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  72, 198N, 1225E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  84, 207N, 1222E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120,  96, 217N, 1220E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120, 108, 227N, 1219E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, C120, 120, 237N, 1219E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIM,  12, 166N, 1229E,  10,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIM,  24, 176N, 1223E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIM,  36, 195N, 1229E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIM,  48, 211N, 1242E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIM,  72, 233N, 1237E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIP,  12, 160N, 1237E,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIP,  24, 165N, 1239E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIP,  36, 171N, 1244E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIP,  48, 177N, 1250E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, CLIP,  72, 194N, 1259E,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, FBAF,  12, 374N, 1565W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, FBAF,  24, 361N, 1531W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 01, 2009042800, 03, FBAF,  36, 343N, 1497W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
