EP, 02, 2011061518,   , BEST,   0, 115N,  912W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 
EP, 02, 2011061600,   , BEST,   0, 115N,  914W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 
EP, 02, 2011061606,   , BEST,   0, 115N,  918W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 02, 2011061612,   , BEST,   0, 115N,  924W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 02, 2011061618,   , BEST,   0, 115N,  924W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  225,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061700,   , BEST,   0, 117N,  926W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  225,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061706,   , BEST,   0, 119N,  929W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 02, 2011061712,   , BEST,   0, 120N,  933W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  225,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061718,   , BEST,   0, 121N,  937W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  225,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061800,   , BEST,   0, 124N,  946W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  200,  90,  35,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061806,   , BEST,   0, 124N,  954W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0, 
EP, 02, 2011061812,   , BEST,   0, 124N,  963W,  25, 1006, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  80,  35,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061818,   , BEST,   0, 124N,  972W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1009,  200,  80,  35,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061900,   , BEST,   0, 127N,  982W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1008,  200,  80,  35,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 02, 2011061906,   , BEST,   0, 131N,  990W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  240,  80,  35,   0,   E,   0,    ,   0,   0,     INVEST, M, 
EP, 02, 2011061912,   , BEST,   0, 136N,  999W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  200,  60,  40,   0,   E,   0,    ,   0,   0,        TWO, M, 
EP, 02, 2011061918,   , BEST,   0, 141N, 1007W,  35, 1004, TS,  34, NEQ,   30,   30,    0,   15, 1009,  215,  30,  45,   0,   E,   0,    ,   0,   0,    BEATRIZ, M, 
EP, 02, 2011062000,   , BEST,   0, 147N, 1015W,  40, 1001, TS,  34, NEQ,   40,   40,   30,   30, 1006,  200,  25,  50,   0,   E,   0,    ,   0,   0,    BEATRIZ, M, 
EP, 02, 2011062006,   , BEST,   0, 154N, 1023W,  50,  997, TS,  34, NEQ,   50,   50,   40,   40, 1006,  200,  20,  60,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 
EP, 02, 2011062006,   , BEST,   0, 154N, 1023W,  50,  997, TS,  50, NEQ,   20,   20,   20,   20, 1006,  200,  20,  60,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 
EP, 02, 2011062012,   , BEST,   0, 161N, 1027W,  55,  995, TS,  34, NEQ,   50,   50,   40,   40, 1006,  200,  20,  65,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,  180,  240,  180,  120
EP, 02, 2011062012,   , BEST,   0, 161N, 1027W,  55,  995, TS,  50, NEQ,   25,   25,   20,   20, 1006,  200,  20,  65,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,  180,  240,  180,  120
EP, 02, 2011062018,   , BEST,   0, 166N, 1029W,  60,  989, TS,  34, NEQ,   90,   70,   60,   80, 1006,  200,  15,  75,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  420,  120,  150
EP, 02, 2011062018,   , BEST,   0, 166N, 1029W,  60,  989, TS,  50, NEQ,   30,   30,   20,   20, 1006,  200,  15,  75,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  420,  120,  150
EP, 02, 2011062100,   , BEST,   0, 175N, 1033W,  60,  988, TS,  34, NEQ,   90,   80,   80,   80, 1005,  100,  15,  75,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  390,  120,  120
EP, 02, 2011062100,   , BEST,   0, 175N, 1033W,  60,  988, TS,  50, NEQ,   30,   30,   30,   20, 1005,  100,  15,  75,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  390,  120,  120
EP, 02, 2011062106,   , BEST,   0, 184N, 1040W,  75,  980, HU,  34, NEQ,   90,   80,   80,   80, 1005,  100,  15,  90,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  390,  120,  120
EP, 02, 2011062106,   , BEST,   0, 184N, 1040W,  75,  980, HU,  50, NEQ,   40,   35,   30,   35, 1005,  100,  15,  90,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  390,  120,  120
EP, 02, 2011062106,   , BEST,   0, 184N, 1040W,  75,  980, HU,  64, NEQ,   20,   15,   15,   15, 1005,  100,  15,  90,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   60,  390,  120,  120
EP, 02, 2011062112,   , BEST,   0, 188N, 1052W,  65,  981, HU,  34, NEQ,   60,   70,   70,   70, 1005,  100,  15,  85,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   15,  390,   45,   75
EP, 02, 2011062112,   , BEST,   0, 188N, 1052W,  65,  981, HU,  50, NEQ,   30,   35,   30,   35, 1005,  100,  15,  85,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   15,  390,   45,   75
EP, 02, 2011062112,   , BEST,   0, 188N, 1052W,  65,  981, HU,  64, NEQ,   20,   15,   10,   15, 1005,  100,  15,  85,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   15,  390,   45,   75
EP, 02, 2011062118,   , BEST,   0, 190N, 1060W,  45,  992, TS,  34, NEQ,   60,   70,   70,   70, 1005,  100,  15,  65,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 12, NEQ,   15,  390,   45,   75
EP, 02, 2011062200,   , BEST,   0, 190N, 1065W,  25, 1002, DB,  34, NEQ,    0,    0,    0,    0, 1005,  100,  50,  35,   0,   E,   0,    ,   0,   0,    BEATRIZ, D, 
